month,day_of_month,hour,carbon_kg_kwh
2,23,3,0.1462
2,23,4,0.1472
2,23,5,0.1533
2,23,6,0.1816
2,23,7,0.1918
2,23,8,0.1937
2,23,9,0.1934
2,23,10,0.1964
2,23,11,0.1979
2,23,12,0.1961
2,23,13,0.196
2,23,14,0.2001
2,23,15,0.2065
2,23,16,0.2104
2,23,17,0.2101
2,23,18,0.2108
2,23,19,0.2087
2,23,20,0.2025
2,23,21,0.1948
2,23,22,0.1754
2,23,23,0.1576
2,24,0,0.1424
2,24,1,0.1397
2,24,2,0.1366
2,24,3,0.1383
2,24,4,0.1437
2,24,5,0.1593
2,24,6,0.1904
2,24,7,0.2014
2,24,8,0.2081
2,24,9,0.2133
2,24,10,0.2098
2,24,11,0.2094
2,24,12,0.2077
2,24,13,0.2111
2,24,14,0.2133
2,24,15,0.2126
2,24,16,0.2116
2,24,17,0.2205
2,24,18,0.2224
2,24,19,0.2202
2,24,20,0.2145
2,24,21,0.2065
2,24,22,0.1895
2,24,23,0.1554
2,25,0,0.1296
2,25,1,0.1302
2,25,2,0.1294
2,25,3,0.1295
2,25,4,0.1275
2,25,5,0.132
2,25,6,0.1478
2,25,7,0.1612
2,25,8,0.1583
2,25,9,0.1582
2,25,10,0.1619
2,25,11,0.1593
2,25,12,0.1572
2,25,13,0.1607
2,25,14,0.1627
2,25,15,0.1682
2,25,16,0.1715
2,25,17,0.1759
2,25,18,0.1771
2,25,19,0.1735
2,25,20,0.172
2,25,21,0.1678
2,25,22,0.1472
2,25,23,0.1373
2,26,0,0.1298
2,26,1,0.1307
2,26,2,0.1268
2,26,3,0.1243
2,26,4,0.1261
2,26,5,0.1381
2,26,6,0.1602
2,26,7,0.1716
2,26,8,0.1743
2,26,9,0.1725
2,26,10,0.1721
2,26,11,0.1642
2,26,12,0.1655
2,26,13,0.1679
2,26,14,0.1712
2,26,15,0.1757
2,26,16,0.1783
2,26,17,0.1856
2,26,18,0.1917
2,26,19,0.1911
2,26,20,0.1885
2,26,21,0.1824
2,26,22,0.1665
2,26,23,0.159
2,27,0,0.1583
2,27,1,0.1514
2,27,2,0.1511
2,27,3,0.1483
2,27,4,0.1467
2,27,5,0.1523
2,27,6,0.1671
2,27,7,0.1667
2,27,8,0.1623
2,27,9,0.1596
2,27,10,0.1567
2,27,11,0.1568
2,27,12,0.1531
2,27,13,0.1482
2,27,14,0.1506
2,27,15,0.1536
2,27,16,0.1601
2,27,17,0.1725
2,27,18,0.175
2,27,19,0.1813
2,27,20,0.1798
2,27,21,0.1664
2,27,22,0.153
2,27,23,0.1431
2,28,0,0.1447
2,28,1,0.1394
2,28,2,0.1432
2,28,3,0.1363
2,28,4,0.1345
2,28,5,0.1378
2,28,6,0.1449
2,28,7,0.1493
2,28,8,0.1525
2,28,9,0.1502
2,28,10,0.1457
2,28,11,0.1475
2,28,12,0.146
2,28,13,0.1446
2,28,14,0.1484
2,28,15,0.1597
2,28,16,0.1658
2,28,17,0.1689
2,28,18,0.1726
2,28,19,0.1727
2,28,20,0.173
2,28,21,0.1692
2,28,22,0.156
2,28,23,0.1413
2,29,0,0.1418
2,29,1,0.1423
2,29,2,0.1391
2,29,3,0.1353
2,29,4,0.1353
2,29,5,0.1371
2,29,6,0.1514
2,29,7,0.1539
2,29,8,0.1592
2,29,9,0.1614
2,29,10,0.1676
2,29,11,0.1694
2,29,12,0.1635
2,29,13,0.1612
2,29,14,0.1588
2,29,15,0.1574
2,29,16,0.1625
2,29,17,0.1691
2,29,18,0.1716
2,29,19,0.1634
2,29,20,0.1605
2,29,21,0.1504
2,29,22,0.1356
2,29,23,0.1324
3,1,0,0.127
3,1,1,0.1311
3,1,2,0.1323
3,1,3,0.1312
3,1,4,0.1378
3,1,5,0.1507
3,1,6,0.1774
3,1,7,0.1897
3,1,8,0.1989
3,1,9,0.1909
3,1,10,0.1958
3,1,11,0.1855
3,1,12,0.1709
3,1,13,0.1683
3,1,14,0.1666
3,1,15,0.1666
3,1,16,0.1703
3,1,17,0.1758
3,1,18,0.1856
3,1,19,0.1791
3,1,20,0.1675
3,1,21,0.1557
3,1,22,0.1463
3,1,23,0.1374
3,2,0,0.1314
3,2,1,0.1224
3,2,2,0.1224
3,2,3,0.1229
3,2,4,0.1282
3,2,5,0.1391
3,2,6,0.1658
3,2,7,0.181
3,2,8,0.1728
3,2,9,0.1821
3,2,10,0.1759
3,2,11,0.1755
3,2,12,0.1703
3,2,13,0.1646
3,2,14,0.1692
3,2,15,0.1758
3,2,16,0.1796
3,2,17,0.1891
3,2,18,0.2019
3,2,19,0.2049
3,2,20,0.1974
3,2,21,0.1947
3,2,22,0.1811
3,2,23,0.1645
3,3,0,0.165
3,3,1,0.1621
3,3,2,0.154
3,3,3,0.1508
3,3,4,0.1542
3,3,5,0.1662
3,3,6,0.1926
3,3,7,0.1993
3,3,8,0.2008
3,3,9,0.1998
3,3,10,0.2079
3,3,11,0.2092
3,3,12,0.2031
3,3,13,0.2045
3,3,14,0.1988
3,3,15,0.1985
3,3,16,0.2045
3,3,17,0.2081
3,3,18,0.2137
3,3,19,0.2128
3,3,20,0.209
3,3,21,0.2095
3,3,22,0.1889
3,3,23,0.1782
3,4,0,0.168
3,4,1,0.1632
3,4,2,0.1631
3,4,3,0.1644
3,4,4,0.1687
3,4,5,0.177
3,4,6,0.1926
3,4,7,0.2054
3,4,8,0.2101
3,4,9,0.2091
3,4,10,0.2072
3,4,11,0.2082
3,4,12,0.2045
3,4,13,0.207
3,4,14,0.21
3,4,15,0.2052
3,4,16,0.1977
3,4,17,0.1992
3,4,18,0.2075
3,4,19,0.2067
3,4,20,0.205
3,4,21,0.2005
3,4,22,0.1815
3,4,23,0.1689
3,5,0,0.1605
3,5,1,0.1628
3,5,2,0.1603
3,5,3,0.1507
3,5,4,0.1454
3,5,5,0.1587
3,5,6,0.1773
3,5,7,0.1807
3,5,8,0.1821
3,5,9,0.195
3,5,10,0.203
3,5,11,0.1916
3,5,12,0.1849
3,5,13,0.1847
3,5,14,0.1818
3,5,15,0.1817
3,5,16,0.1869
3,5,17,0.1963
3,5,18,0.1989
3,5,19,0.2023
3,5,20,0.2014
3,5,21,0.1906
3,5,22,0.1759
3,5,23,0.1602
3,6,0,0.1552
3,6,1,0.1531
3,6,2,0.1535
3,6,3,0.1578
3,6,4,0.1588
3,6,5,0.1634
3,6,6,0.1802
3,6,7,0.1848
3,6,8,0.1786
3,6,9,0.1854
3,6,10,0.1878
3,6,11,0.1844
3,6,12,0.1812
3,6,13,0.1823
3,6,14,0.1739
3,6,15,0.181
3,6,16,0.1824
3,6,17,0.1904
3,6,18,0.2092
3,6,19,0.2016
3,6,20,0.1889
3,6,21,0.1863
3,6,22,0.1647
3,6,23,0.1654
3,7,0,0.1623
3,7,1,0.1625
3,7,2,0.1608
3,7,3,0.1633
3,7,4,0.1646
3,7,5,0.1769
3,7,6,0.1977
3,7,7,0.1984
3,7,8,0.1897
3,7,9,0.1892
3,7,10,0.1861
3,7,11,0.1893
3,7,12,0.1892
3,7,13,0.1834
3,7,14,0.186
3,7,15,0.1898
3,7,16,0.1959
3,7,17,0.1966
3,7,18,0.1979
3,7,19,0.1997
3,7,20,0.1973
3,7,21,0.196
3,7,22,0.1771
3,7,23,0.1556
3,8,0,0.1567
3,8,1,0.1534
3,8,2,0.1528
3,8,3,0.1532
3,8,4,0.1497
3,8,5,0.1585
3,8,6,0.1784
3,8,7,0.1954
3,8,8,0.203
3,8,9,0.2013
3,8,10,0.1979
3,8,11,0.1894
3,8,12,0.1801
3,8,13,0.1813
3,8,14,0.1798
3,8,15,0.182
3,8,16,0.1836
3,8,17,0.1918
3,8,18,0.198
3,8,19,0.1929
3,8,20,0.1981
3,8,21,0.1868
3,8,22,0.1595
3,8,23,0.1627
3,9,0,0.162
3,9,1,0.1378
3,9,2,0.1355
3,9,3,0.137
3,9,4,0.1392
3,9,5,0.1499
3,9,6,0.1687
3,9,7,0.1687
3,9,8,0.1653
3,9,9,0.1675
3,9,10,0.1674
3,9,11,0.1705
3,9,12,0.1772
3,9,13,0.1769
3,9,14,0.1784
3,9,15,0.181
3,9,16,0.1793
3,9,17,0.1783
3,9,18,0.186
3,9,19,0.1816
3,9,20,0.1818
3,9,21,0.1731
3,9,22,0.1578
3,9,23,0.1569
3,10,0,0.1423
3,10,1,0.14
3,10,2,0.1398
3,10,3,0.1384
3,10,4,0.1382
3,10,5,0.1438
3,10,6,0.1644
3,10,7,0.1656
3,10,8,0.1715
3,10,9,0.1761
3,10,10,0.1803
3,10,11,0.1838
3,10,12,0.1831
3,10,13,0.1799
3,10,14,0.1815
3,10,15,0.1835
3,10,16,0.1844
3,10,17,0.1964
3,10,18,0.1955
3,10,19,0.1932
3,10,20,0.184
3,10,21,0.1778
3,10,22,0.1567
3,10,23,0.15
3,11,0,0.1471
3,11,1,0.1479
3,11,2,0.1458
3,11,3,0.1459
3,11,4,0.1438
3,11,5,0.1477
3,11,6,0.151
3,11,7,0.1622
3,11,8,0.1779
3,11,9,0.1806
3,11,10,0.1857
3,11,11,0.189
3,11,12,0.1848
3,11,13,0.1821
3,11,14,0.1821
3,11,15,0.1844
3,11,16,0.1872
3,11,17,0.1883
3,11,18,0.1805
3,11,19,0.1803
3,11,20,0.1747
3,11,21,0.1659
3,11,22,0.1482
3,11,23,0.142
3,12,0,0.1406
3,12,1,0.139
3,12,2,0.1283
3,12,3,0.1325
3,12,4,0.1341
3,12,5,0.1354
3,12,6,0.1412
3,12,7,0.1565
3,12,8,0.1498
3,12,9,0.1439
3,12,10,0.1384
3,12,11,0.1365
3,12,12,0.1364
3,12,13,0.1389
3,12,14,0.1387
3,12,15,0.1414
3,12,16,0.1459
3,12,17,0.1548
3,12,18,0.1601
3,12,19,0.1526
3,12,20,0.1437
3,12,21,0.1384
3,12,22,0.1332
3,12,23,0.1418
3,13,0,0.1451
3,13,1,0.1526
3,13,3,0.1583
3,13,4,0.1479
3,13,5,0.1401
3,13,6,0.1342
3,13,7,0.1288
3,13,8,0.1378
3,13,9,0.1555
3,13,10,0.151
3,13,11,0.1324
3,13,12,0.1312
3,13,13,0.1301
3,13,14,0.1393
3,13,15,0.142
3,13,16,0.1442
3,13,17,0.1448
3,13,18,0.149
3,13,19,0.1565
3,13,20,0.1539
3,13,21,0.1437
3,13,22,0.1415
3,13,23,0.1462
3,14,0,0.1392
3,14,1,0.1366
3,14,2,0.1349
3,14,3,0.1414
3,14,4,0.1466
3,14,5,0.1589
3,14,6,0.1677
3,14,7,0.1737
3,14,8,0.1789
3,14,9,0.1767
3,14,10,0.1773
3,14,11,0.1823
3,14,12,0.1823
3,14,13,0.1881
3,14,14,0.1857
3,14,15,0.178
3,14,16,0.1808
3,14,17,0.1819
3,14,18,0.1976
3,14,19,0.2001
3,14,20,0.1903
3,14,21,0.1757
3,14,22,0.1607
3,14,23,0.1536
3,15,0,0.1524
3,15,1,0.1489
3,15,2,0.1495
3,15,3,0.1491
3,15,4,0.1548
3,15,5,0.1588
3,15,6,0.1696
3,15,7,0.1833
3,15,8,0.1847
3,15,9,0.1833
3,15,10,0.1914
3,15,11,0.1885
3,15,12,0.1888
3,15,13,0.1846
3,15,14,0.1867
3,15,15,0.1849
3,15,16,0.1837
3,15,17,0.1901
3,15,18,0.1924
3,15,19,0.1941
3,15,20,0.1905
3,15,21,0.1792
3,15,22,0.1676
3,15,23,0.1562
3,16,0,0.1393
3,16,1,0.1379
3,16,2,0.1377
3,16,3,0.1342
3,16,4,0.1298
3,16,5,0.1285
3,16,6,0.1516
3,16,7,0.1641
3,16,8,0.1712
3,16,9,0.173
3,16,10,0.1689
3,16,11,0.1693
3,16,12,0.1727
3,16,13,0.1683
3,16,14,0.1689
3,16,15,0.169
3,16,16,0.1744
3,16,17,0.183
3,16,18,0.1837
3,16,19,0.1936
3,16,20,0.1879
3,16,21,0.1714
3,16,22,0.1496
3,16,23,0.1396
3,17,0,0.1497
3,17,1,0.1552
3,17,2,0.157
3,17,3,0.1512
3,17,4,0.1436
3,17,5,0.1492
3,17,6,0.1573
3,17,7,0.1773
3,17,8,0.1896
3,17,9,0.1799
3,17,10,0.1763
3,17,11,0.1721
3,17,12,0.1765
3,17,13,0.1716
3,17,14,0.1726
3,17,15,0.1754
3,17,16,0.1756
3,17,17,0.1809
3,17,18,0.1802
3,17,19,0.1893
3,17,20,0.1865
3,17,21,0.1708
3,17,22,0.1521
3,17,23,0.141
3,18,0,0.1415
3,18,1,0.1472
3,18,2,0.1389
3,18,3,0.138
3,18,4,0.1386
3,18,5,0.1524
3,18,6,0.1664
3,18,7,0.1839
3,18,8,0.1863
3,18,9,0.1836
3,18,10,0.1841
3,18,11,0.1854
3,18,12,0.1851
3,18,13,0.1829
3,18,14,0.1715
3,18,15,0.1647
3,18,16,0.175
3,18,17,0.1778
3,18,18,0.1777
3,18,19,0.1825
3,18,20,0.1759
3,18,21,0.1712
3,18,22,0.1581
3,18,23,0.1526
3,19,0,0.1507
3,19,1,0.1527
3,19,2,0.1489
3,19,3,0.1456
3,19,4,0.1424
3,19,5,0.1446
3,19,6,0.1493
3,19,7,0.15
3,19,8,0.1556
3,19,9,0.1643
3,19,10,0.1628
3,19,11,0.1644
3,19,12,0.1634
3,19,13,0.162
3,19,14,0.1572
3,19,15,0.1587
3,19,16,0.1566
3,19,17,0.1595
3,19,18,0.1727
3,19,19,0.1774
3,19,20,0.1708
3,19,21,0.1648
3,19,22,0.16
3,19,23,0.1479
3,20,0,0.152
3,20,1,0.1508
3,20,2,0.1521
3,20,3,0.155
3,20,4,0.1552
3,20,5,0.159
3,20,6,0.1623
3,20,7,0.1567
3,20,8,0.1623
3,20,9,0.1652
3,20,10,0.1617
3,20,11,0.1608
3,20,12,0.1617
3,20,13,0.1627
3,20,14,0.1653
3,20,15,0.166
3,20,16,0.1682
3,20,17,0.1729
3,20,18,0.1794
3,20,19,0.1885
3,20,20,0.1937
3,20,21,0.1812
3,20,22,0.1661
3,20,23,0.1558
3,21,0,0.1576
3,21,1,0.1562
3,21,2,0.1562
3,21,3,0.1558
3,21,4,0.1547
3,21,5,0.161
3,21,6,0.1872
3,21,7,0.187
3,21,8,0.203
3,21,9,0.2024
3,21,10,0.1971
3,21,11,0.1934
3,21,12,0.1865
3,21,13,0.1832
3,21,14,0.174
3,21,15,0.1717
3,21,16,0.171
3,21,17,0.1756
3,21,18,0.1838
3,21,19,0.1909
3,21,20,0.1934
3,21,21,0.186
3,21,22,0.1784
3,21,23,0.1712
3,22,0,0.1603
3,22,1,0.1563
3,22,2,0.1577
3,22,3,0.1584
3,22,4,0.1579
3,22,5,0.1666
3,22,6,0.1868
3,22,7,0.1963
3,22,8,0.2041
3,22,9,0.1991
3,22,10,0.1964
3,22,11,0.1959
3,22,12,0.1882
3,22,13,0.1802
3,22,14,0.1679
3,22,15,0.1679
3,22,16,0.1757
3,22,17,0.1839
3,22,18,0.1862
3,22,19,0.1812
3,22,20,0.1885
3,22,21,0.1811
3,22,22,0.1685
3,22,23,0.1633
3,23,0,0.1623
3,23,1,0.1621
3,23,2,0.1395
3,23,3,0.1393
3,23,4,0.1389
3,23,5,0.1533
3,23,6,0.1779
3,23,7,0.1943
3,23,8,0.2047
3,23,9,0.2024
3,23,10,0.2078
3,23,11,0.2083
3,23,12,0.2022
3,23,13,0.1994
3,23,14,0.1912
3,23,15,0.1888
3,23,16,0.1908
3,23,17,0.1829
3,23,18,0.1791
3,23,19,0.1866
3,23,20,0.1933
3,23,21,0.1847
3,23,22,0.1755
3,23,23,0.1612
3,24,0,0.1532
3,24,1,0.1549
3,24,2,0.1549
3,24,3,0.154
3,24,4,0.1586
3,24,5,0.1566
3,24,6,0.1745
3,24,7,0.1942
3,24,8,0.1948
3,24,9,0.1928
3,24,10,0.185
3,24,11,0.1798
3,24,12,0.1777
3,24,13,0.1791
3,24,14,0.1755
3,24,15,0.1762
3,24,16,0.1794
3,24,17,0.1871
3,24,18,0.1873
3,24,19,0.1892
3,24,20,0.1823
3,24,21,0.1736
3,24,22,0.1645
3,24,23,0.1601
3,25,0,0.161
3,25,1,0.1566
3,25,2,0.1512
3,25,3,0.1482
3,25,4,0.1516
3,25,5,0.1539
3,25,6,0.1672
3,25,7,0.174
3,25,8,0.181
3,25,9,0.1829
3,25,10,0.1888
3,25,11,0.1914
3,25,12,0.1921
3,25,13,0.1921
3,25,14,0.1809
3,25,15,0.1698
3,25,16,0.1672
3,25,17,0.1702
3,25,18,0.1793
3,25,19,0.1815
3,25,20,0.1763
3,25,21,0.1789
3,25,22,0.1643
3,25,23,0.1498
3,26,0,0.1398
3,26,1,0.1356
3,26,2,0.1376
3,26,3,0.1398
3,26,4,0.1389
3,26,5,0.1456
3,26,6,0.1504
3,26,7,0.155
3,26,8,0.1712
3,26,9,0.1739
3,26,10,0.1787
3,26,11,0.1753
3,26,12,0.175
3,26,13,0.1733
3,26,14,0.1661
3,26,15,0.1659
3,26,16,0.1635
3,26,17,0.1628
3,26,18,0.1694
3,26,19,0.1821
3,26,20,0.189
3,26,21,0.1812
3,26,22,0.1625
3,26,23,0.1524
3,27,0,0.1619
3,27,1,0.1516
3,27,2,0.1458
3,27,3,0.1503
3,27,4,0.1491
3,27,5,0.1514
3,27,6,0.1505
3,27,7,0.1556
3,27,8,0.1655
3,27,9,0.1751
3,27,10,0.1824
3,27,11,0.1833
3,27,12,0.1746
3,27,13,0.172
3,27,14,0.1715
3,27,15,0.1719
3,27,16,0.1743
3,27,17,0.1719
3,27,18,0.1758
3,27,19,0.1868
3,27,20,0.191
3,27,21,0.1839
3,27,22,0.1644
3,27,23,0.1582
3,28,0,0.1456
3,28,1,0.1449
3,28,2,0.1524
3,28,3,0.1502
3,28,4,0.1504
3,28,5,0.1517
3,28,6,0.163
3,28,7,0.1653
3,28,8,0.1703
3,28,9,0.1779
3,28,10,0.2022
3,28,11,0.1981
3,28,12,0.2167
3,28,13,0.215
3,28,14,0.2165
3,28,15,0.2005
3,28,16,0.1951
3,28,17,0.1814
3,28,18,0.1868
3,28,19,0.193
3,28,20,0.186
3,28,21,0.1754
3,28,22,0.1606
3,28,23,0.1522
3,29,0,0.1482
3,29,1,0.1476
3,29,2,0.1527
3,29,3,0.1512
3,29,4,0.1491
3,29,5,0.1527
3,29,6,0.1671
3,29,7,0.1814
3,29,8,0.181
3,29,9,0.1834
3,29,10,0.1945
3,29,11,0.1977
3,29,12,0.1928
3,29,13,0.1916
3,29,14,0.1798
3,29,15,0.18
3,29,16,0.1783
3,29,17,0.1806
3,29,18,0.1784
3,29,19,0.1868
3,29,20,0.193
3,29,21,0.1895
3,29,22,0.1816
3,29,23,0.1648
3,30,0,0.1606
3,30,1,0.1526
3,30,2,0.1569
3,30,3,0.1629
3,30,4,0.1582
3,30,5,0.1668
3,30,6,0.1825
3,30,7,0.1871
3,30,8,0.189
3,30,9,0.1881
3,30,10,0.1952
3,30,11,0.1888
3,30,12,0.1822
3,30,13,0.1786
3,30,14,0.1856
3,30,15,0.1785
3,30,16,0.1834
3,30,17,0.1871
3,30,18,0.1841
3,30,19,0.1925
3,30,20,0.1849
3,30,21,0.1733
3,30,22,0.1604
3,30,23,0.148
3,31,0,0.1362
3,31,1,0.1271
3,31,2,0.128
3,31,3,0.1284
3,31,4,0.1324
3,31,5,0.1401
3,31,6,0.1505
3,31,7,0.1633
3,31,8,0.1715
3,31,9,0.167
3,31,10,0.1702
3,31,11,0.1657
3,31,12,0.1695
3,31,13,0.1665
3,31,14,0.1699
3,31,15,0.1763
3,31,16,0.1756
3,31,17,0.1762
3,31,18,0.1678
3,31,19,0.1644
3,31,20,0.1663
3,31,21,0.1558
3,31,22,0.1514
3,31,23,0.1462
4,1,0,0.1447
4,1,1,0.1441
4,1,2,0.1395
4,1,3,0.1422
4,1,4,0.1415
4,1,5,0.1471
4,1,6,0.1543
4,1,7,0.1641
4,1,8,0.1724
4,1,9,0.1749
4,1,10,0.1764
4,1,11,0.1864
4,1,12,0.1967
4,1,13,0.1995
4,1,14,0.2088
4,1,15,0.2164
4,1,16,0.2172
4,1,17,0.2156
4,1,18,0.2185
4,1,19,0.2205
4,1,20,0.2022
4,1,21,0.1816
4,1,22,0.1568
4,1,23,0.1457
4,2,0,0.1377
4,2,1,0.134
4,2,2,0.1349
4,2,3,0.1351
4,2,4,0.1311
4,2,5,0.1338
4,2,6,0.144
4,2,7,0.1415
4,2,8,0.144
4,2,9,0.1587
4,2,10,0.163
4,2,11,0.156
4,2,12,0.1582
4,2,13,0.153
4,2,14,0.1554
4,2,15,0.1636
4,2,16,0.1571
4,2,17,0.1609
4,2,18,0.1598
4,2,19,0.1659
4,2,20,0.1683
4,2,21,0.1595
4,2,22,0.1526
4,2,23,0.145
4,3,0,0.1453
4,3,1,0.1476
4,3,2,0.148
4,3,3,0.1463
4,3,4,0.1473
4,3,5,0.1502
4,3,6,0.1443
4,3,7,0.1472
4,3,8,0.1586
4,3,9,0.1566
4,3,10,0.1617
4,3,11,0.1578
4,3,12,0.1506
4,3,13,0.1496
4,3,14,0.149
4,3,15,0.1531
4,3,16,0.1545
4,3,17,0.1581
4,3,18,0.1645
4,3,19,0.1788
4,3,20,0.1858
4,3,21,0.1853
4,3,22,0.1823
4,3,23,0.1847
4,4,0,0.1811
4,4,1,0.1751
4,4,2,0.1754
4,4,3,0.1806
4,4,4,0.1861
4,4,5,0.1925
4,4,6,0.195
4,4,7,0.1914
4,4,8,0.1943
4,4,9,0.2028
4,4,10,0.2033
4,4,11,0.1975
4,4,12,0.1998
4,4,13,0.1976
4,4,14,0.2005
4,4,15,0.2014
4,4,16,0.2015
4,4,17,0.2019
4,4,18,0.2083
4,4,19,0.2129
4,4,20,0.2108
4,4,21,0.2055
4,4,22,0.1933
4,4,23,0.1838
4,5,0,0.1779
4,5,1,0.1812
4,5,2,0.18
4,5,3,0.1798
4,5,4,0.1839
4,5,5,0.1906
4,5,6,0.2057
4,5,7,0.2172
4,5,8,0.2214
4,5,9,0.224
4,5,10,0.2157
4,5,11,0.2238
4,5,12,0.2155
4,5,13,0.209
4,5,14,0.209
4,5,15,0.209
4,5,16,0.207
4,5,17,0.2014
4,5,18,0.2037
4,5,19,0.2084
4,5,20,0.2115
4,5,21,0.2144
4,5,22,0.2069
4,5,23,0.1978
4,6,0,0.1904
4,6,1,0.1991
4,6,2,0.1977
4,6,3,0.1933
4,6,4,0.1885
4,6,5,0.1968
4,6,6,0.2038
4,6,7,0.1995
4,6,8,0.1995
4,6,9,0.2007
4,6,10,0.2017
4,6,11,0.2051
4,6,12,0.1962
4,6,13,0.1923
4,6,14,0.1829
4,6,15,0.1821
4,6,16,0.1875
4,6,17,0.1919
4,6,18,0.1997
4,6,19,0.1991
4,6,20,0.2008
4,6,21,0.1955
4,6,22,0.1853
4,6,23,0.1747
4,7,0,0.1679
4,7,1,0.1684
4,7,2,0.1636
4,7,3,0.1583
4,7,4,0.1567
4,7,5,0.1617
4,7,6,0.1724
4,7,7,0.1794
4,7,8,0.1846
4,7,9,0.1843
4,7,10,0.1897
4,7,11,0.1918
4,7,12,0.1941
4,7,13,0.1981
4,7,14,0.2043
4,7,15,0.1979
4,7,16,0.1989
4,7,17,0.1982
4,7,18,0.1971
4,7,19,0.1967
4,7,20,0.197
4,7,21,0.1917
4,7,22,0.183
4,7,23,0.1846
4,8,0,0.1732
4,8,1,0.1715
4,8,2,0.1687
4,8,3,0.17
4,8,4,0.1708
4,8,5,0.1774
4,8,6,0.1871
4,8,7,0.1933
4,8,8,0.1941
4,8,9,0.1943
4,8,10,0.1966
4,8,11,0.1969
4,8,12,0.1919
4,8,13,0.1888
4,8,14,0.1899
4,8,15,0.19
4,8,16,0.1905
4,8,17,0.1941
4,8,18,0.1996
4,8,19,0.1967
4,8,20,0.201
4,8,21,0.195
4,8,22,0.1808
4,8,23,0.1764
4,9,0,0.1735
4,9,1,0.1763
4,9,2,0.1696
4,9,3,0.1759
4,9,4,0.1743
4,9,5,0.175
4,9,6,0.1793
4,9,7,0.1848
4,9,8,0.1883
4,9,9,0.1991
4,9,10,0.1958
4,9,11,0.1956
4,9,12,0.1959
4,9,13,0.1958
4,9,14,0.1936
4,9,15,0.1902
4,9,16,0.1938
4,9,17,0.197
4,9,18,0.2009
4,9,19,0.2042
4,9,20,0.2075
4,9,21,0.1988
4,9,22,0.1881
4,9,23,0.1801
4,10,0,0.1774
4,10,1,0.1826
4,10,2,0.1803
4,10,3,0.178
4,10,4,0.1789
4,10,5,0.1777
4,10,6,0.176
4,10,7,0.1723
4,10,8,0.1779
4,10,9,0.1828
4,10,10,0.1854
4,10,11,0.187
4,10,12,0.1875
4,10,13,0.1818
4,10,14,0.1792
4,10,15,0.1787
4,10,16,0.1805
4,10,17,0.1849
4,10,18,0.1913
4,10,19,0.2087
4,10,20,0.2114
4,10,21,0.2095
4,10,22,0.1894
4,10,23,0.1852
4,11,0,0.1813
4,11,1,0.1791
4,11,2,0.1769
4,11,3,0.1837
4,11,4,0.1894
4,11,5,0.1993
4,11,6,0.2161
4,11,7,0.2126
4,11,8,0.21
4,11,9,0.212
4,11,10,0.2118
4,11,11,0.2121
4,11,12,0.2135
4,11,13,0.2106
4,11,14,0.2052
4,11,15,0.2068
4,11,16,0.2075
4,11,17,0.2084
4,11,18,0.2146
4,11,19,0.2169
4,11,20,0.2179
4,11,21,0.2162
4,11,22,0.21
4,11,23,0.1998
4,12,0,0.1905
4,12,1,0.1867
4,12,2,0.1813
4,12,3,0.1772
4,12,4,0.1815
4,12,5,0.191
4,12,6,0.2128
4,12,7,0.2168
4,12,8,0.2157
4,12,9,0.2126
4,12,10,0.2123
4,12,11,0.2144
4,12,12,0.2109
4,12,13,0.2108
4,12,14,0.2115
4,12,15,0.2122
4,12,16,0.2117
4,12,17,0.2124
4,12,18,0.2088
4,12,19,0.2136
4,12,20,0.2179
4,12,21,0.2177
4,12,22,0.2154
4,12,23,0.2056
4,13,0,0.1995
4,13,1,0.2029
4,13,2,0.1992
4,13,3,0.1984
4,13,4,0.202
4,13,5,0.2156
4,13,6,0.2243
4,13,7,0.225
4,13,8,0.2237
4,13,9,0.2208
4,13,10,0.2252
4,13,11,0.2282
4,13,12,0.2202
4,13,13,0.2086
4,13,14,0.2067
4,13,15,0.2107
4,13,16,0.2096
4,13,17,0.2171
4,13,18,0.213
4,13,19,0.2183
4,13,20,0.219
4,13,21,0.2137
4,13,22,0.2024
4,13,23,0.1919
4,14,0,0.1891
4,14,1,0.1854
4,14,2,0.1811
4,14,3,0.189
4,14,4,0.1926
4,14,5,0.2051
4,14,6,0.2176
4,14,7,0.2186
4,14,8,0.2199
4,14,9,0.2218
4,14,10,0.2242
4,14,11,0.2253
4,14,12,0.224
4,14,13,0.2222
4,14,14,0.2159
4,14,15,0.2162
4,14,16,0.2198
4,14,17,0.2189
4,14,18,0.2195
4,14,19,0.2213
4,14,20,0.2265
4,14,21,0.2204
4,14,22,0.2069
4,14,23,0.206
4,15,0,0.1985
4,15,1,0.1956
4,15,2,0.1942
4,15,3,0.1905
4,15,4,0.1963
4,15,5,0.2076
4,15,6,0.2251
4,15,7,0.2308
4,15,8,0.2308
4,15,9,0.2296
4,15,10,0.2264
4,15,11,0.224
4,15,12,0.2244
4,15,13,0.2238
4,15,14,0.2178
4,15,15,0.2171
4,15,16,0.2224
4,15,17,0.2247
4,15,18,0.2243
4,15,19,0.2225
4,15,20,0.2197
4,15,21,0.2173
4,15,22,0.2014
4,15,23,0.2009
4,16,0,0.1752
4,16,1,0.169
4,16,2,0.1625
4,16,3,0.1643
4,16,4,0.168
4,16,5,0.1678
4,16,6,0.1823
4,16,7,0.1866
4,16,8,0.1915
4,16,9,0.1966
4,16,10,0.2008
4,16,11,0.1965
4,16,12,0.197
4,16,13,0.1976
