month,day_of_month,hour,carbon_kg_kwh
4,16,14,0.1951
4,16,15,0.1857
4,16,16,0.1869
4,16,17,0.1906
4,16,18,0.1875
4,16,19,0.1948
4,16,20,0.2048
4,16,21,0.2011
4,16,22,0.1883
4,16,23,0.1881
4,17,0,0.1815
4,17,1,0.18
4,17,2,0.1752
4,17,3,0.1749
4,17,4,0.177
4,17,5,0.1829
4,17,6,0.1886
4,17,7,0.1821
4,17,8,0.1854
4,17,9,0.1958
4,17,10,0.1936
4,17,11,0.1823
4,17,12,0.1836
4,17,13,0.1838
4,17,14,0.1788
4,17,15,0.1785
4,17,16,0.1888
4,17,17,0.202
4,17,18,0.2012
4,17,19,0.2044
4,17,20,0.1982
4,17,21,0.1947
4,17,22,0.1887
4,17,23,0.1838
4,18,0,0.1655
4,18,1,0.1689
4,18,2,0.1667
4,18,3,0.1681
4,18,4,0.1706
4,18,5,0.1744
4,18,6,0.1948
4,18,7,0.198
4,18,8,0.1969
4,18,9,0.1987
4,18,10,0.1955
4,18,11,0.1965
4,18,12,0.1961
4,18,13,0.1992
4,18,14,0.1996
4,18,15,0.2024
4,18,16,0.2021
4,18,17,0.2052
4,18,18,0.2106
4,18,19,0.2057
4,18,20,0.2054
4,18,21,0.1976
4,18,22,0.1849
4,18,23,0.1777
4,19,0,0.1685
4,19,1,0.1672
4,19,2,0.1631
4,19,3,0.1641
4,19,4,0.1656
4,19,5,0.1737
4,19,6,0.1948
4,19,7,0.2089
4,19,8,0.2097
4,19,9,0.2093
4,19,10,0.2098
4,19,11,0.2091
4,19,12,0.2083
4,19,13,0.2069
4,19,14,0.2047
4,19,15,0.2032
4,19,16,0.2077
4,19,17,0.2143
4,19,18,0.2093
4,19,19,0.209
4,19,20,0.2105
4,19,21,0.2099
4,19,22,0.1982
4,19,23,0.1781
4,20,0,0.1678
4,20,1,0.1694
4,20,2,0.1695
4,20,3,0.1685
4,20,4,0.1704
4,20,5,0.1826
4,20,6,0.1955
4,20,7,0.2102
4,20,8,0.2132
4,20,9,0.2203
4,20,10,0.2192
4,20,11,0.2219
4,20,12,0.2218
4,20,13,0.2214
4,20,14,0.2156
4,20,15,0.213
4,20,16,0.2133
4,20,17,0.2182
4,20,18,0.2177
4,20,19,0.2147
4,20,20,0.2152
4,20,21,0.2119
4,20,22,0.1943
4,20,23,0.1849
4,21,0,0.1803
4,21,1,0.1748
4,21,2,0.1729
4,21,3,0.1708
4,21,4,0.1694
4,21,5,0.1782
4,21,6,0.1931
4,21,7,0.2052
4,21,8,0.211
4,21,9,0.2095
4,21,10,0.2071
4,21,11,0.2095
4,21,12,0.2076
4,21,13,0.205
4,21,14,0.2048
4,21,15,0.2069
4,21,16,0.2096
4,21,17,0.2109
4,21,18,0.2143
4,21,19,0.2104
4,21,20,0.2175
4,21,21,0.2119
4,21,22,0.2051
4,21,23,0.1958
4,22,0,0.1735
4,22,1,0.1709
4,22,2,0.1641
4,22,3,0.1608
4,22,4,0.1646
4,22,5,0.1704
4,22,6,0.1916
4,22,7,0.2062
4,22,8,0.2061
4,22,9,0.2071
4,22,10,0.2091
4,22,11,0.2159
4,22,12,0.2153
4,22,13,0.2165
4,22,14,0.2171
4,22,15,0.2148
4,22,16,0.2148
4,22,17,0.214
4,22,18,0.217
4,22,19,0.2144
4,22,20,0.2162
4,22,21,0.2185
4,22,22,0.204
4,22,23,0.196
4,23,0,0.1837
4,23,1,0.1818
4,23,2,0.176
4,23,3,0.1741
4,23,4,0.1754
4,23,5,0.181
4,23,6,0.1854
4,23,7,0.191
4,23,8,0.1986
4,23,9,0.2022
4,23,10,0.2039
4,23,11,0.2111
4,23,12,0.2002
4,23,13,0.1985
4,23,14,0.1958
4,23,15,0.1948
4,23,16,0.1932
4,23,17,0.1973
4,23,18,0.1991
4,23,19,0.2
4,23,20,0.2045
4,23,21,0.2087
4,23,22,0.2044
4,23,23,0.1932
4,24,0,0.1893
4,24,1,0.1779
4,24,2,0.1741
4,24,3,0.1746
4,24,4,0.1747
4,24,5,0.1769
4,24,6,0.1795
4,24,7,0.1802
4,24,8,0.1842
4,24,9,0.1864
4,24,10,0.1959
4,24,11,0.1943
4,24,12,0.1989
4,24,13,0.1987
4,24,14,0.1958
4,24,15,0.1972
4,24,16,0.1972
4,24,17,0.1988
4,24,18,0.2069
4,24,19,0.2076
4,24,20,0.2141
4,24,21,0.2161
4,24,22,0.2119
4,24,23,0.208
4,25,0,0.1916
4,25,1,0.1888
4,25,2,0.1886
4,25,3,0.1918
4,25,4,0.1902
4,25,5,0.1966
4,25,6,0.2156
4,25,7,0.2201
4,25,8,0.2277
4,25,9,0.2246
4,25,10,0.2226
4,25,11,0.2274
4,25,12,0.2263
4,25,13,0.2316
4,25,14,0.2292
4,25,15,0.2289
4,25,16,0.2289
4,25,17,0.2311
4,25,18,0.2316
4,25,19,0.2284
4,25,20,0.2281
4,25,21,0.2273
4,25,22,0.2138
4,25,23,0.2047
4,26,0,0.1892
4,26,1,0.1839
4,26,2,0.183
4,26,3,0.1891
4,26,4,0.1917
4,26,5,0.2034
4,26,6,0.2222
4,26,7,0.2235
4,26,8,0.2243
4,26,9,0.2276
4,26,10,0.2294
4,26,11,0.2352
4,26,12,0.2371
4,26,13,0.2349
4,26,14,0.235
4,26,15,0.2376
4,26,16,0.2385
4,26,17,0.2354
4,26,18,0.2346
4,26,19,0.2314
4,26,20,0.2336
4,26,21,0.2315
4,26,22,0.2292
4,26,23,0.221
4,27,0,0.2002
4,27,1,0.1917
4,27,2,0.1851
4,27,3,0.187
4,27,4,0.1861
4,27,5,0.2013
4,27,6,0.2187
4,27,7,0.2137
4,27,8,0.2174
4,27,9,0.2119
4,27,10,0.2109
4,27,11,0.2087
4,27,12,0.2032
4,27,13,0.2026
4,27,14,0.2013
4,27,15,0.2039
4,27,16,0.2026
4,27,17,0.2053
4,27,18,0.2078
4,27,19,0.2063
4,27,20,0.2055
4,27,21,0.202
4,27,22,0.195
4,27,23,0.187
4,28,0,0.1952
4,28,1,0.1896
4,28,2,0.1876
4,28,3,0.1807
4,28,4,0.1832
4,28,5,0.1919
4,28,6,0.2121
4,28,7,0.2177
4,28,8,0.2161
4,28,9,0.2172
4,28,10,0.2107
4,28,11,0.2098
4,28,12,0.2131
4,28,13,0.2136
4,28,14,0.217
4,28,15,0.2147
4,28,16,0.2162
4,28,17,0.2149
4,28,18,0.2142
4,28,19,0.2151
4,28,20,0.2161
4,28,21,0.2131
4,28,22,0.2022
4,28,23,0.2021
4,29,0,0.186
4,29,1,0.1861
4,29,2,0.1855
4,29,3,0.1904
4,29,4,0.1926
4,29,5,0.2026
4,29,6,0.2135
4,29,7,0.2214
4,29,8,0.2218
4,29,9,0.2219
4,29,10,0.2258
4,29,11,0.2246
4,29,12,0.2254
4,29,13,0.2246
4,29,14,0.2211
4,29,15,0.2175
4,29,16,0.2195
4,29,17,0.2181
4,29,18,0.2151
4,29,19,0.2142
4,29,20,0.2178
4,29,21,0.2207
4,29,22,0.2115
4,29,23,0.2092
4,30,0,0.196
4,30,1,0.1848
4,30,2,0.1835
4,30,3,0.1827
4,30,4,0.1829
4,30,5,0.1891
4,30,6,0.1817
4,30,7,0.1818
4,30,8,0.192
4,30,9,0.1916
4,30,10,0.2033
4,30,11,0.1982
4,30,12,0.1894
4,30,13,0.1859
4,30,14,0.1826
4,30,15,0.1801
4,30,16,0.1858
4,30,17,0.1906
4,30,18,0.1892
4,30,19,0.1978
4,30,20,0.2095
4,30,21,0.2034
4,30,22,0.1951
4,30,23,0.1947
5,1,0,0.1963
5,1,1,0.1889
5,1,2,0.1886
5,1,3,0.1876
5,1,4,0.1898
5,1,5,0.1894
5,1,6,0.1835
5,1,7,0.1815
5,1,8,0.186
5,1,9,0.196
5,1,10,0.2069
5,1,11,0.2128
5,1,12,0.22
5,1,13,0.2213
5,1,14,0.2192
5,1,15,0.2195
5,1,16,0.2265
5,1,17,0.2294
5,1,18,0.2312
5,1,19,0.231
5,1,20,0.2323
5,1,21,0.2278
5,1,22,0.2266
5,1,23,0.2234
5,2,0,0.215
5,2,1,0.2112
5,2,2,0.2107
5,2,3,0.2094
5,2,4,0.2121
5,2,5,0.2241
5,2,6,0.2314
5,2,7,0.2391
5,2,8,0.2407
5,2,9,0.2425
5,2,10,0.2457
5,2,11,0.2467
5,2,12,0.2476
5,2,13,0.2452
5,2,14,0.2456
5,2,15,0.2438
5,2,16,0.2425
5,2,17,0.2426
5,2,18,0.2435
5,2,19,0.2444
5,2,20,0.2463
5,2,21,0.2424
5,2,22,0.2341
5,2,23,0.2345
5,3,0,0.2235
5,3,1,0.2184
5,3,2,0.2156
5,3,3,0.2158
5,3,4,0.2187
5,3,5,0.2288
5,3,6,0.2404
5,3,7,0.2471
5,3,8,0.2511
5,3,9,0.2495
5,3,10,0.2516
5,3,11,0.253
5,3,12,0.2495
5,3,13,0.2483
5,3,14,0.248
5,3,15,0.2482
5,3,16,0.2483
5,3,17,0.2473
5,3,18,0.2473
5,3,19,0.2477
5,3,20,0.2517
5,3,21,0.2423
5,3,22,0.2287
5,3,23,0.2289
5,4,0,0.2167
5,4,1,0.212
5,4,2,0.2101
5,4,3,0.2083
5,4,4,0.2078
5,4,5,0.2208
5,4,6,0.2377
5,4,7,0.2413
5,4,8,0.2471
5,4,9,0.2492
5,4,10,0.2494
5,4,11,0.2495
5,4,12,0.2497
5,4,13,0.248
5,4,14,0.2453
5,4,15,0.2437
5,4,16,0.2421
5,4,17,0.2453
5,4,18,0.2413
5,4,19,0.2422
5,4,20,0.2446
5,4,21,0.2377
5,4,22,0.2294
5,4,23,0.2254
5,5,0,0.2316
5,5,1,0.2129
5,5,2,0.2071
5,5,3,0.2021
5,5,4,0.205
5,5,5,0.2153
5,5,6,0.2349
5,5,7,0.2384
5,5,8,0.2432
5,5,9,0.2464
5,5,10,0.2454
5,5,11,0.2449
5,5,12,0.2435
5,5,13,0.2443
5,5,14,0.2392
5,5,15,0.2374
5,5,16,0.2369
5,5,17,0.2355
5,5,18,0.2385
5,5,19,0.2396
5,5,20,0.242
5,5,21,0.2361
5,5,22,0.2306
5,5,23,0.2233
5,6,0,0.2133
5,6,1,0.2035
5,6,2,0.1967
5,6,3,0.1924
5,6,4,0.1967
5,6,5,0.2119
5,6,6,0.2296
5,6,7,0.2293
5,6,8,0.2295
5,6,9,0.2269
5,6,10,0.2305
5,6,11,0.2271
5,6,12,0.2235
5,6,13,0.2195
5,6,14,0.2206
5,6,15,0.2212
5,6,16,0.2241
5,6,17,0.2264
5,6,18,0.2265
5,6,19,0.2232
5,6,20,0.228
5,6,21,0.2155
5,6,22,0.1971
5,6,23,0.1916
5,7,0,0.1762
5,7,1,0.1766
5,7,2,0.1855
5,7,3,0.1811
5,7,4,0.1782
5,7,5,0.1738
5,7,6,0.17
5,7,7,0.1751
5,7,8,0.1858
5,7,9,0.1981
5,7,10,0.1999
5,7,11,0.1984
5,7,12,0.198
5,7,13,0.1988
5,7,14,0.196
5,7,15,0.1948
5,7,16,0.1966
5,7,17,0.1989
5,7,18,0.1992
5,7,19,0.2024
5,7,20,0.2022
5,7,21,0.1931
5,7,22,0.1881
5,7,23,0.1896
5,8,0,0.1843
5,8,1,0.1809
5,8,2,0.1788
5,8,3,0.1789
5,8,4,0.181
5,8,5,0.1766
5,8,6,0.1733
5,8,7,0.1761
5,8,8,0.1804
5,8,9,0.185
5,8,10,0.1914
5,8,11,0.1961
5,8,12,0.1847
5,8,13,0.1773
5,8,14,0.1711
5,8,15,0.1732
5,8,16,0.1726
5,8,17,0.1785
5,8,18,0.1804
5,8,19,0.1927
5,8,20,0.1966
5,8,21,0.2003
5,8,22,0.1864
5,8,23,0.1693
5,9,0,0.1599
5,9,1,0.1614
5,9,2,0.1647
5,9,3,0.1632
5,9,4,0.1647
5,9,5,0.1748
5,9,6,0.1789
5,9,7,0.1892
5,9,8,0.1888
5,9,9,0.1916
5,9,10,0.2007
5,9,11,0.1908
5,9,12,0.1926
5,9,13,0.1898
5,9,14,0.1961
5,9,15,0.1981
5,9,16,0.202
5,9,17,0.2057
5,9,18,0.2093
5,9,19,0.2071
5,9,20,0.2072
5,9,21,0.206
5,9,22,0.1951
5,9,23,0.1829
5,10,0,0.1829
5,10,1,0.1808
5,10,2,0.1786
5,10,3,0.1787
5,10,4,0.1796
5,10,5,0.1856
5,10,6,0.204
5,10,7,0.2087
5,10,8,0.2122
5,10,9,0.2146
5,10,10,0.2114
5,10,11,0.2061
5,10,12,0.2042
5,10,13,0.2071
5,10,14,0.2115
5,10,15,0.2073
5,10,16,0.205
5,10,17,0.2072
5,10,18,0.2084
5,10,19,0.2116
5,10,20,0.2167
5,10,21,0.2091
5,10,22,0.1976
5,10,23,0.1867
5,11,0,0.1745
5,11,1,0.1705
5,11,2,0.1684
5,11,3,0.1664
5,11,4,0.1717
5,11,5,0.1786
5,11,6,0.1854
5,11,7,0.1974
5,11,8,0.2044
5,11,9,0.2074
5,11,10,0.2038
5,11,11,0.2044
5,11,12,0.2045
5,11,13,0.2093
5,11,14,0.21
5,11,15,0.2124
5,11,16,0.2112
5,11,17,0.2172
5,11,18,0.2174
5,11,19,0.2127
5,11,20,0.2102
5,11,21,0.2098
5,11,22,0.192
5,11,23,0.1728
5,12,0,0.1546
5,12,1,0.1495
5,12,2,0.1497
5,12,3,0.1521
5,12,4,0.1514
5,12,5,0.1591
5,12,6,0.1813
5,12,7,0.1941
5,12,8,0.2049
5,12,9,0.2023
5,12,10,0.2097
5,12,11,0.2072
5,12,12,0.2064
5,12,13,0.2089
5,12,14,0.2114
5,12,15,0.2174
5,12,16,0.2126
5,12,17,0.2172
5,12,18,0.2146
5,12,19,0.2137
5,12,20,0.2045
5,12,21,0.2017
5,12,22,0.186
5,12,23,0.1728
5,13,0,0.1699
5,13,1,0.1962
5,13,2,0.1899
5,13,3,0.177
5,13,4,0.1713
5,13,5,0.1826
5,13,6,0.1919
5,13,7,0.213
5,13,8,0.2105
5,13,9,0.2129
5,13,10,0.2184
5,13,11,0.2198
5,13,12,0.2216
5,13,13,0.2251
5,13,14,0.2314
5,13,15,0.2339
5,13,16,0.2319
5,13,17,0.2299
5,13,18,0.2293
5,13,19,0.2313
5,13,20,0.2178
5,13,21,0.2004
5,13,22,0.1777
5,13,23,0.1723
5,14,0,0.1562
5,14,1,0.1488
5,14,2,0.1459
5,14,3,0.1433
5,14,4,0.1504
5,14,5,0.1523
5,14,6,0.1603
5,14,7,0.1666
5,14,8,0.1741
5,14,9,0.178
5,14,10,0.1771
5,14,11,0.1808
5,14,12,0.1787
5,14,13,0.1814
5,14,14,0.1871
5,14,15,0.1842
5,14,16,0.1811
5,14,17,0.1827
5,14,18,0.1837
5,14,19,0.1849
5,14,20,0.1855
5,14,21,0.1805
5,14,22,0.1681
5,14,23,0.1547
5,15,0,0.1591
5,15,1,0.152
5,15,2,0.1414
5,15,3,0.1436
5,15,4,0.1362
5,15,5,0.1374
5,15,6,0.145
5,15,7,0.1498
5,15,8,0.1468
5,15,9,0.1548
5,15,10,0.1519
5,15,11,0.1508
5,15,12,0.1516
5,15,13,0.1529
5,15,14,0.153
5,15,15,0.1527
5,15,16,0.1566
5,15,17,0.1618
5,15,18,0.1676
5,15,19,0.1682
5,15,20,0.1755
5,15,21,0.1698
5,15,22,0.1608
5,15,23,0.1487
5,16,0,0.1451
5,16,1,0.1426
5,16,2,0.1464
5,16,3,0.145
5,16,4,0.1447
5,16,5,0.1489
5,16,6,0.1557
5,16,7,0.1675
5,16,8,0.1853
5,16,9,0.1835
5,16,10,0.1769
5,16,11,0.1789
5,16,12,0.1823
5,16,13,0.1801
5,16,14,0.1792
5,16,15,0.1786
5,16,16,0.1834
5,16,17,0.1902
5,16,18,0.1934
5,16,19,0.1947
5,16,20,0.1992
5,16,21,0.1978
5,16,22,0.1816
5,16,23,0.1694
5,17,0,0.1653
5,17,1,0.1615
5,17,2,0.1567
5,17,3,0.158
5,17,4,0.1645
5,17,5,0.1695
5,17,6,0.1886
5,17,7,0.1914
5,17,8,0.1974
5,17,9,0.1996
5,17,10,0.1982
5,17,11,0.1993
5,17,12,0.1984
5,17,13,0.1975
5,17,14,0.2007
5,17,15,0.204
5,17,16,0.2019
5,17,17,0.2
5,17,18,0.2007
5,17,19,0.2036
5,17,20,0.2063
5,17,21,0.1949
5,17,22,0.183
5,17,23,0.1752
5,18,0,0.165
5,18,1,0.1594
5,18,2,0.1559
5,18,3,0.1545
5,18,4,0.1593
5,18,5,0.1722
5,18,6,0.1883
5,18,7,0.1978
5,18,8,0.2046
5,18,9,0.2061
5,18,10,0.2078
5,18,11,0.2082
5,18,12,0.2033
5,18,13,0.2051
5,18,14,0.2071
5,18,15,0.2072
5,18,16,0.2087
5,18,17,0.207
5,18,18,0.2051
5,18,19,0.2053
5,18,20,0.2087
5,18,21,0.2018
5,18,22,0.1933
5,18,23,0.1897
5,19,0,0.1741
5,19,1,0.1701
5,19,2,0.1692
5,19,3,0.1698
5,19,4,0.1704
5,19,5,0.1739
5,19,6,0.1855
5,19,7,0.1912
5,19,8,0.1968
5,19,9,0.2005
5,19,10,0.2002
5,19,11,0.2007
5,19,12,0.1977
5,19,13,0.1981
5,19,14,0.1987
5,19,15,0.1972
5,19,16,0.1982
5,19,17,0.2059
5,19,18,0.2005
5,19,19,0.1979
5,19,20,0.2001
5,19,21,0.1971
5,19,22,0.1853
5,19,23,0.176
5,20,0,0.1587
5,20,1,0.1465
5,20,2,0.145
5,20,3,0.1484
5,20,4,0.1506
5,20,5,0.1572
5,20,6,0.1731
5,20,7,0.1867
5,20,8,0.2109
5,20,9,0.1983
5,20,10,0.2
5,20,11,0.1997
5,20,12,0.1965
5,20,13,0.1975
5,20,14,0.1996
5,20,15,0.2023
5,20,16,0.2037
5,20,17,0.2012
5,20,18,0.2002
5,20,19,0.1981
5,20,20,0.2
5,20,21,0.1935
5,20,22,0.1804
5,20,23,0.172
5,21,0,0.1625
5,21,1,0.1545
5,21,2,0.1478
5,21,3,0.1501
5,21,4,0.1489
5,21,5,0.148
5,21,6,0.1626
5,21,7,0.1635
5,21,8,0.1692
5,21,9,0.1787
5,21,10,0.1811
5,21,11,0.1831
5,21,12,0.183
5,21,13,0.181
5,21,14,0.1849
5,21,15,0.1872
5,21,16,0.1834
5,21,17,0.183
5,21,18,0.1872
5,21,19,0.1866
5,21,20,0.1891
5,21,21,0.1854
5,21,22,0.1732
5,21,23,0.1679
5,22,0,0.1627
5,22,1,0.1592
5,22,2,0.1492
5,22,3,0.1449
5,22,4,0.1454
5,22,5,0.1486
5,22,6,0.1548
5,22,7,0.1585
5,22,8,0.1553
5,22,9,0.161
5,22,10,0.1704
5,22,11,0.1723
5,22,12,0.1679
5,22,13,0.1678
5,22,14,0.168
5,22,15,0.1654
5,22,16,0.1677
5,22,17,0.1705
5,22,18,0.173
5,22,19,0.1822
5,22,20,0.1899
5,22,21,0.1885
5,22,22,0.1771
5,22,23,0.1749
5,23,0,0.1651
5,23,1,0.1642
5,23,2,0.1577
5,23,3,0.1573
5,23,4,0.1549
5,23,5,0.1627
5,23,6,0.176
5,23,7,0.183
5,23,8,0.191
5,23,9,0.1944
5,23,10,0.1938
5,23,11,0.196
5,23,12,0.2016
5,23,13,0.1999
5,23,14,0.2009
5,23,15,0.2005
5,23,16,0.2078
5,23,17,0.2111
5,23,18,0.2043
5,23,19,0.1995
5,23,20,0.2015
5,23,21,0.2012
5,23,22,0.1796
5,23,23,0.1726
5,24,0,0.1681
5,24,1,0.1591
5,24,2,0.1582
5,24,3,0.1629
5,24,4,0.1665
5,24,5,0.1642
5,24,6,0.1786
5,24,7,0.1867
5,24,8,0.1966
5,24,9,0.1975
5,24,10,0.2044
5,24,11,0.2079
5,24,12,0.2031
5,24,13,0.1988
5,24,14,0.2017
5,24,15,0.2016
5,24,16,0.1999
5,24,17,0.2024
5,24,18,0.2022
5,24,19,0.2021
5,24,20,0.2015
5,24,21,0.1969
5,24,22,0.1821
5,24,23,0.1711
5,25,0,0.1617
5,25,1,0.1645
5,25,2,0.1685
5,25,3,0.166
5,25,4,0.1701
5,25,5,0.1726
5,25,6,0.1821
5,25,7,0.1933
5,25,8,0.2062
5,25,9,0.212
5,25,10,0.2116
5,25,11,0.2131
5,25,12,0.2182
5,25,13,0.2207
5,25,14,0.2197
5,25,15,0.2242
5,25,16,0.2275
5,25,17,0.232
5,25,18,0.2334
5,25,19,0.2306
5,25,20,0.2296
5,25,21,0.2427
5,25,22,0.2078
5,25,23,0.1929
5,26,0,0.1926
5,26,1,0.1854
5,26,2,0.1812
5,26,3,0.1797
5,26,4,0.1789
5,26,5,0.1801
5,26,6,0.1958
5,26,7,0.2149
5,26,8,0.2296
5,26,9,0.2349
5,26,10,0.2407
5,26,11,0.243
5,26,12,0.2498
5,26,13,0.2523
5,26,14,0.2558
5,26,15,0.2538
5,26,16,0.2524
5,26,17,0.2503
5,26,18,0.2517
5,26,19,0.2492
5,26,20,0.2484
5,26,21,0.2467
5,26,22,0.2272
5,26,23,0.2109
5,27,0,0.197
5,27,1,0.1916
5,27,2,0.1886
5,27,3,0.1892
5,27,4,0.1871
5,27,5,0.1891
5,27,6,0.1993
5,27,7,0.2159
5,27,8,0.229
5,27,9,0.2406
5,27,10,0.247
5,27,11,0.2501
5,27,12,0.2533
5,27,13,0.2505
5,27,14,0.2542
5,27,15,0.2551
5,27,16,0.253
5,27,17,0.2504
5,27,18,0.2549
5,27,19,0.2542
5,27,20,0.2539
5,27,21,0.2515
5,27,22,0.2409
5,27,23,0.2342
5,28,0,0.2227
5,28,1,0.2127
5,28,2,0.2021
5,28,3,0.1988
5,28,4,0.1987
5,28,5,0.1969
5,28,6,0.1859
5,28,7,0.1903
5,28,8,0.2083
5,28,9,0.2313
5,28,10,0.2449
5,28,11,0.2505
5,28,12,0.2529
5,28,13,0.2535
5,28,14,0.2553
5,28,15,0.2516
5,28,16,0.2571
5,28,17,0.2573
5,28,18,0.2583
5,28,19,0.2564
5,28,20,0.2507
5,28,21,0.2509
5,28,22,0.2429
5,28,23,0.239
5,29,0,0.2305
5,29,1,0.2173
5,29,2,0.2079
5,29,3,0.2027
5,29,4,0.2021
5,29,5,0.2023
5,29,6,0.1884
5,29,7,0.1973
5,29,8,0.2011
5,29,9,0.2131
5,29,10,0.2261
5,29,11,0.2435
5,29,12,0.2476
5,29,13,0.2482
5,29,14,0.2465
5,29,15,0.2433
5,29,16,0.2407
5,29,17,0.2382
5,29,18,0.2352
5,29,19,0.2338
5,29,20,0.2327
5,29,21,0.2276
5,29,22,0.2167
5,29,23,0.2201
5,30,0,0.2095
5,30,1,0.1981
5,30,2,0.1952
5,30,3,0.1933
5,30,4,0.1901
5,30,5,0.1954
5,30,6,0.1967
5,30,7,0.1861
5,30,8,0.1922
5,30,9,0.205
5,30,10,0.2181
5,30,11,0.2249
5,30,12,0.2285
5,30,13,0.2285
5,30,14,0.2291
5,30,15,0.2273
5,30,16,0.2303
5,30,17,0.2328
5,30,18,0.2364
5,30,19,0.2365
5,30,20,0.2392
5,30,21,0.2351
5,30,22,0.2185
5,30,23,0.21
5,31,0,0.2116
5,31,1,0.2022
5,31,2,0.1964
5,31,3,0.1937
5,31,4,0.1938
5,31,5,0.1967
5,31,6,0.2043
5,31,7,0.213
5,31,8,0.2292
5,31,9,0.2426
5,31,10,0.2486
5,31,11,0.2474
5,31,12,0.2456
5,31,13,0.2492
5,31,14,0.2517
5,31,15,0.25
5,31,16,0.2528
5,31,17,0.2533
5,31,18,0.2537
5,31,19,0.2576
5,31,20,0.2543
5,31,21,0.2488
5,31,22,0.2384
5,31,23,0.2295
6,1,0,0.2151
6,1,1,0.2006
6,1,2,0.1991
6,1,3,0.1994
6,1,4,0.2028
6,1,5,0.204
6,1,6,0.2135
6,1,7,0.2239
6,1,8,0.2399
6,1,9,0.2459
6,1,10,0.2483
6,1,11,0.2513
6,1,12,0.2487
6,1,13,0.2522
6,1,14,0.2578
6,1,15,0.2588
6,1,16,0.2549
6,1,17,0.2541
6,1,18,0.2565
6,1,19,0.2537
6,1,20,0.2505
6,1,21,0.2475
6,1,22,0.2343
6,1,23,0.2197
6,2,0,0.1972
6,2,1,0.1818
6,2,2,0.1789
6,2,3,0.1733
6,2,4,0.1717
6,2,5,0.1751
6,2,6,0.1869
6,2,7,0.1997
6,2,8,0.2053
6,2,9,0.2196
6,2,10,0.2254
6,2,11,0.2326
6,2,12,0.2337
6,2,13,0.2344
6,2,14,0.2365
6,2,15,0.2412
6,2,16,0.2466
6,2,17,0.2487
6,2,18,0.2463
6,2,19,0.2389
6,2,20,0.2336
6,2,21,0.2314
6,2,22,0.2215
6,2,23,0.2108
6,3,0,0.1827
6,3,1,0.1754
6,3,2,0.175
6,3,3,0.1826
6,3,4,0.1872
6,3,5,0.1954
6,3,6,0.2124
6,3,7,0.2204
6,3,8,0.2344
6,3,9,0.2439
6,3,10,0.2441
6,3,11,0.2437
6,3,12,0.2465
6,3,13,0.2509
6,3,14,0.2433
6,3,15,0.2409
6,3,16,0.2446
6,3,17,0.2443
6,3,18,0.2422
6,3,19,0.2406
6,3,20,0.2384
6,3,21,0.228
6,3,22,0.2213
6,3,23,0.2171
6,4,0,0.2051
6,4,1,0.1939
6,4,2,0.1916
6,4,3,0.1882
6,4,4,0.1873
6,4,5,0.1864
6,4,6,0.1902
6,4,7,0.1989
6,4,8,0.2033
6,4,9,0.2142
6,4,10,0.2208
6,4,11,0.2231
6,4,12,0.2286
6,4,13,0.2378
6,4,14,0.2423
6,4,15,0.2451
6,4,16,0.2496
6,4,17,0.2481
6,4,18,0.2426
6,4,19,0.2386
6,4,20,0.233
6,4,21,0.2292
6,4,22,0.2261
6,4,23,0.2249
6,5,0,0.2086
6,5,1,0.1893
6,5,2,0.1797
6,5,3,0.1794
6,5,4,0.1803
6,5,5,0.1839
6,5,6,0.1768
6,5,7,0.183
6,5,8,0.194
6,5,9,0.1905
6,5,10,0.1962
6,5,11,0.2014
6,5,12,0.2004
6,5,13,0.204
6,5,14,0.2083
6,5,15,0.217
6,5,16,0.2201
6,5,17,0.2225
6,5,18,0.2261
6,5,19,0.2232
6,5,20,0.2191
6,5,21,0.2077
6,5,22,0.2001
6,5,23,0.1949
6,6,0,0.1914
6,6,1,0.1815
6,6,2,0.171
6,6,3,0.1765
6,6,4,0.1739
6,6,5,0.1821
6,6,6,0.1959
6,6,7,0.2018
6,6,8,0.2164
6,6,9,0.2196
6,6,10,0.2255
6,6,11,0.2237
6,6,12,0.2305
6,6,13,0.2251
6,6,14,0.2304
6,6,15,0.2414
6,6,16,0.241
6,6,17,0.2547
6,6,18,0.2614
6,6,19,0.2533
6,6,20,0.2476
6,6,21,0.24
6,6,22,0.227
6,6,23,0.196
6,7,0,0.1866
6,7,1,0.1842
6,7,2,0.1757
6,7,3,0.1764
6,7,4,0.177
6,7,5,0.1786
6,7,6,0.1865
6,7,7,0.2003
6,7,8,0.2133
6,7,9,0.2231
6,7,10,0.2299
6,7,11,0.2322
6,7,12,0.2341
6,7,13,0.2405
6,7,14,0.2409
6,7,15,0.2349
6,7,16,0.2332
6,7,17,0.2323
6,7,18,0.2278
6,7,19,0.22
6,7,20,0.2229
6,7,21,0.2194
6,7,22,0.209
6,8,0,0.16
6,8,1,0.1441
6,8,2,0.1444
6,8,3,0.1466
6,8,4,0.147
6,8,5,0.1515
6,8,6,0.1649
6,8,7,0.1784
6,8,8,0.1882
6,8,9,0.2001
6,8,10,0.1952
6,8,11,0.1943
6,8,12,0.1951
6,8,13,0.2
6,8,14,0.198
6,8,15,0.194
6,8,16,0.1901
6,8,17,0.192
6,8,18,0.1884
6,8,19,0.1804
6,8,20,0.1789
6,8,21,0.1764
6,8,22,0.1651
6,8,23,0.1594
