month,day_of_month,hour,price_per_kwh
6,22,13,3.585
6,22,14,3.657
6,22,15,3.798
6,22,16,3.881
6,22,17,3.69
6,22,18,3.435
6,22,19,3.233
6,22,20,3.226
6,22,21,2.934
6,22,22,2.403
6,22,23,2.249
6,23,0,2.205
6,23,1,2.064
6,23,2,1.908
6,23,3,1.769
6,23,4,1.668
6,23,5,1.695
6,23,6,1.987
6,23,7,2.319
6,23,8,2.4
6,23,9,2.46
6,23,10,2.661
6,23,11,2.75
6,23,12,2.974
6,23,13,3.111
6,23,14,3.136
6,23,15,3.232
6,23,16,3.314
6,23,17,3.223
6,23,18,2.963
6,23,19,2.843
6,23,20,2.831
6,23,21,2.635
6,23,22,2.297
6,23,23,1.996
6,24,0,2.329
6,24,1,2.083
6,24,2,1.808
6,24,3,1.736
6,24,4,1.69
6,24,5,1.677
6,24,6,1.908
6,24,7,2.121
6,24,8,2.404
6,24,9,2.467
6,24,10,2.621
6,24,11,2.903
6,24,12,3.081
6,24,13,3.259
6,24,14,3.41
6,24,15,3.515
6,24,16,3.521
6,24,17,3.46
6,24,18,3.054
6,24,19,2.826
6,24,20,2.713
6,24,21,2.582
6,24,22,2.539
6,24,23,2.129
6,25,0,2.52
6,25,1,2.402
6,25,2,2.225
6,25,3,1.84
6,25,4,1.706
6,25,5,1.552
6,25,6,1.402
6,25,7,1.737
6,25,8,2.434
6,25,9,2.815
6,25,10,2.868
6,25,11,3.082
6,25,12,3.206
6,25,13,3.369
6,25,14,3.599
6,25,15,3.684
6,25,16,3.731
6,25,17,3.715
6,25,18,3.447
6,25,19,3.326
6,25,20,3.313
6,25,21,3.181
6,25,22,2.764
6,25,23,2.548
6,26,0,2.821
6,26,1,2.508
6,26,2,2.401
6,26,3,1.994
6,26,4,1.834
6,26,5,1.58
6,26,6,1.506
6,26,7,1.763
6,26,8,2.503
6,26,9,2.693
6,26,10,2.862
6,26,11,3.222
6,26,12,3.35
6,26,13,3.426
6,26,14,3.9
6,26,15,4.15
6,26,16,4.307
6,26,17,4.185
6,26,18,3.765
6,26,19,3.674
6,26,20,3.685
6,26,21,3.571
6,26,22,3.023
6,26,23,2.744
6,27,0,2.662
6,27,1,2.447
6,27,2,2.188
6,27,3,1.978
6,27,4,1.855
6,27,5,2.004
6,27,6,2.149
6,27,7,2.611
6,27,8,3.024
6,27,9,3.291
6,27,10,3.525
6,27,11,3.716
6,27,12,4.251
6,27,13,4.595
6,27,14,5.008
6,27,15,5.028
6,27,16,5.496
6,27,17,4.897
6,27,18,4.335
6,27,19,4.039
6,27,20,5.294
6,27,21,3.808
6,27,22,3.267
6,27,23,2.982
6,28,0,2.692
6,28,1,2.413
6,28,2,2.253
6,28,3,2.105
6,28,4,2.123
6,28,5,2.171
6,28,6,2.3
6,28,7,2.602
6,28,8,2.873
6,28,9,3.107
6,28,10,3.259
6,28,11,3.421
6,28,12,3.547
6,28,13,3.882
6,28,14,4.178
6,28,15,4.27
6,28,16,4.37
6,28,17,4.13
6,28,18,3.562
6,28,19,3.292
6,28,20,3.429
6,28,21,3.272
6,28,22,2.84
6,28,23,2.497
6,29,0,2.374
6,29,1,2.145
6,29,2,1.981
6,29,3,1.789
6,29,4,1.785
6,29,5,1.967
6,29,6,2.072
6,29,7,2.4
6,29,8,2.553
6,29,9,2.883
6,29,10,2.977
6,29,11,3.247
6,29,12,3.398
6,29,13,3.579
6,29,14,3.669
6,29,15,3.806
6,29,16,3.876
6,29,17,3.678
6,29,18,3.32
6,29,19,3.155
6,29,20,3.135
6,29,21,3.053
6,29,22,2.717
6,29,23,2.374
6,30,0,2.445
6,30,1,2.172
6,30,2,1.933
6,30,3,1.702
6,30,4,1.748
6,30,5,1.943
6,30,6,2.149
6,30,7,2.426
6,30,8,2.589
6,30,9,2.962
6,30,10,3.129
6,30,11,3.369
6,30,12,3.492
6,30,13,3.707
6,30,14,3.864
6,30,15,4.1
6,30,16,4.253
6,30,17,3.961
6,30,18,3.693
6,30,19,3.468
6,30,20,3.385
6,30,21,3.177
6,30,22,2.879
6,30,23,2.474
7,1,0,2.452
7,1,1,2.261
7,1,2,2.063
7,1,3,1.828
7,1,4,1.744
7,1,5,1.821
7,1,6,2.141
7,1,7,2.318
7,1,8,2.718
7,1,9,2.794
7,1,10,3.136
7,1,11,3.251
7,1,12,3.401
7,1,13,3.637
7,1,14,3.985
7,1,15,4.1
7,1,16,4.254
7,1,17,3.896
7,1,18,3.412
7,1,19,3.235
7,1,20,3.154
7,1,21,2.979
7,1,22,2.633
7,1,23,2.427
7,2,0,2.488
7,2,1,2.378
7,2,2,2.056
7,2,3,1.885
7,2,4,1.86
7,2,5,1.564
7,2,6,1.405
7,2,7,1.475
7,2,8,1.919
7,2,9,2.142
7,2,10,2.262
7,2,11,2.631
7,2,12,2.766
7,2,13,2.915
7,2,14,2.958
7,2,15,3.013
7,2,16,3.017
7,2,17,2.951
7,2,18,2.949
7,2,19,2.914
7,2,20,2.829
7,2,21,2.756
7,2,22,2.247
7,2,23,1.989
7,3,0,2.018
7,3,1,1.865
7,3,2,1.666
7,3,3,1.447
7,3,4,1.366
7,3,5,1.186
7,3,6,0.984
7,3,7,1.172
7,3,8,1.59
7,3,9,1.87
7,3,10,2.104
7,3,11,2.339
7,3,12,2.518
7,3,13,2.736
7,3,14,2.786
7,3,15,2.899
7,3,16,2.942
7,3,17,2.966
7,3,18,2.966
7,3,19,2.888
7,3,20,2.878
7,3,21,2.801
7,3,22,2.518
7,3,23,2.067
7,4,0,1.829
7,4,1,1.623
7,4,2,1.417
7,4,3,1.25
7,4,4,1.215
7,4,5,1.13
7,4,6,1.087
7,4,7,1.317
7,4,8,1.808
7,4,9,2.008
7,4,10,2.238
7,4,11,2.652
7,4,12,2.855
7,4,13,2.901
7,4,14,2.931
7,4,15,2.97
7,4,16,3.101
7,4,17,3.101
7,4,18,3.019
7,4,19,2.962
7,4,20,2.988
7,4,21,2.914
7,4,22,2.358
7,4,23,2.136
7,5,0,2.188
7,5,1,1.918
7,5,2,1.69
7,5,3,1.564
7,5,4,1.566
7,5,5,1.706
7,5,6,1.913
7,5,7,2.222
7,5,8,2.663
7,5,9,2.758
7,5,10,2.961
7,5,11,3.245
7,5,12,3.59
7,5,13,4.011
7,5,14,4.341
7,5,15,4.547
7,5,16,4.574
7,5,17,4.477
7,5,18,3.933
7,5,19,3.628
7,5,20,3.751
7,5,21,3.547
7,5,22,3.117
7,5,23,2.866
7,6,0,2.851
7,6,1,2.486
7,6,2,2.154
7,6,3,2.024
7,6,4,2.048
7,6,5,2.029
7,6,6,2.256
7,6,7,2.724
7,6,8,3.042
7,6,9,3.35
7,6,10,3.619
7,6,11,3.794
7,6,12,4.35
7,6,13,5.056
7,6,14,5.028
7,6,15,6.0
7,6,16,5.651
7,6,17,5.8
7,6,18,5.09
7,6,19,4.342
7,6,20,4.309
7,6,21,4.09
7,6,22,3.371
7,6,23,2.897
7,7,0,3.904
7,7,1,3.068
7,7,2,2.81
7,7,3,2.633
7,7,4,2.593
7,7,5,2.683
7,7,6,2.854
7,7,7,3.32
7,7,8,3.806
7,7,9,4.167
7,7,10,4.52
7,7,11,5.25
7,7,12,5.762
7,7,13,6.8
7,7,14,7.7
7,7,15,8.173
7,7,16,8.839
7,7,17,7.777
7,7,18,6.214
7,7,19,6.0
7,7,20,5.163
7,7,21,4.729
7,7,22,4.584
7,7,23,3.727
7,8,0,4.258
7,8,1,3.331
7,8,2,3.013
7,8,3,2.888
7,8,4,2.778
7,8,5,2.886
7,8,6,3.185
7,8,7,3.811
7,8,8,4.177
7,8,9,4.42
7,8,10,4.664
7,8,11,5.655
7,8,12,6.55
7,8,13,7.332
7,8,14,7.732
7,8,15,8.765
7,8,16,9.099
7,8,17,7.823
7,8,18,6.061
7,8,19,5.141
7,8,20,5.711
7,8,21,5.5
7,8,22,4.189
7,8,23,3.952
7,9,0,3.338
7,9,1,2.666
7,9,2,2.382
7,9,3,2.142
7,9,4,1.903
7,9,5,2.025
7,9,6,1.568
7,9,7,2.165
7,9,8,2.756
7,9,9,3.114
7,9,10,3.301
7,9,11,3.694
7,9,12,4.019
7,9,13,4.21
7,9,14,4.231
7,9,15,4.412
7,9,16,4.657
7,9,17,4.54
7,9,18,4.099
7,9,19,4.009
7,9,20,3.969
7,9,21,3.641
7,9,22,3.161
7,9,23,2.934
7,10,0,1.7
7,10,1,1.53
7,10,2,1.349
7,10,3,1.181
7,10,4,1.107
7,10,5,1.065
7,10,6,0.99
7,10,7,1.298
7,10,8,1.558
7,10,9,1.727
7,10,10,2.188
7,10,11,2.429
7,10,12,2.482
7,10,13,2.683
7,10,14,2.819
7,10,15,2.638
7,10,16,2.721
7,10,17,2.869
7,10,18,2.803
7,10,19,2.701
7,10,20,2.765
7,10,21,2.553
7,10,22,2.48
7,10,23,2.075
7,11,0,1.696
7,11,1,1.408
7,11,2,1.071
7,11,3,1.05
7,11,4,1.03
7,11,5,1.05
7,11,6,1.532
7,11,7,1.876
7,11,8,2.382
7,11,9,2.495
7,11,10,2.977
7,11,11,3.053
7,11,12,3.146
7,11,13,3.248
7,11,14,3.444
7,11,15,3.603
7,11,16,3.766
7,11,17,3.729
7,11,18,3.313
7,11,19,3.029
7,11,20,2.945
7,11,21,2.649
7,11,22,2.432
7,11,23,2.031
7,12,0,2.285
7,12,1,2.041
7,12,2,1.681
7,12,3,1.597
7,12,4,1.573
7,12,5,1.511
7,12,6,2.049
7,12,7,2.467
7,12,8,2.674
7,12,9,2.915
7,12,10,3.273
7,12,11,3.599
7,12,12,3.758
7,12,13,4.207
7,12,14,4.602
7,12,15,5.1
7,12,16,5.374
7,12,17,5.277
7,12,18,4.414
7,12,19,3.96
7,12,20,3.834
7,12,21,3.562
7,12,22,3.004
7,12,23,2.679
7,13,0,2.381
7,13,1,2.096
7,13,2,1.743
7,13,3,1.541
7,13,4,1.508
7,13,5,1.544
7,13,6,2.081
7,13,7,2.723
7,13,8,2.972
7,13,9,3.214
7,13,10,3.541
7,13,11,3.78
7,13,12,4.129
7,13,13,4.706
7,13,14,5.168
7,13,15,5.526
7,13,16,5.857
7,13,17,5.483
7,13,18,4.565
7,13,19,4.004
7,13,20,3.804
7,13,21,3.688
7,13,22,3.345
7,13,23,3.101
7,14,0,2.451
7,14,1,2.216
7,14,2,1.972
7,14,3,1.746
7,14,4,1.695
7,14,5,1.785
7,14,6,2.176
7,14,7,2.774
7,14,8,2.957
7,14,9,3.354
7,14,10,3.556
7,14,11,3.942
7,14,12,4.75
7,14,13,5.0
7,14,14,5.448
7,14,15,6.136
7,14,16,6.836
7,14,17,5.597
7,14,18,4.847
7,14,19,4.405
7,14,20,4.247
7,14,21,4.012
7,14,22,3.252
7,14,23,3.062
7,15,0,3.131
7,15,1,2.68
7,15,2,2.405
7,15,3,2.315
7,15,4,2.24
7,15,5,2.294
7,15,6,2.64
7,15,7,3.312
7,15,8,3.644
7,15,9,4.036
7,15,10,4.975
7,15,11,5.43
7,15,12,6.252
7,15,13,7.345
7,15,14,7.729
7,15,15,8.129
7,15,16,7.994
7,15,17,7.494
7,15,18,5.641
7,15,19,5.311
7,15,20,4.983
7,15,21,4.499
7,15,22,4.074
7,15,23,3.457
7,16,0,3.336
7,16,1,2.772
7,16,2,2.5
7,16,3,2.12
7,16,4,1.912
7,16,5,1.671
7,16,6,1.632
7,16,7,2.033
7,16,8,2.753
7,16,9,3.272
7,16,10,3.239
7,16,11,3.556
7,16,12,4.166
7,16,13,4.416
7,16,14,4.508
7,16,15,4.435
7,16,16,4.692
7,16,17,4.559
7,16,18,4.02
7,16,19,3.71
7,16,20,3.555
7,16,21,3.482
7,16,22,3.09
7,16,23,3.034
7,17,0,2.638
7,17,1,2.224
7,17,2,1.816
7,17,3,1.819
7,17,4,1.587
7,17,5,1.493
7,17,6,1.385
7,17,7,1.69
7,17,8,2.162
7,17,9,2.595
7,17,10,2.912
7,17,11,3.089
7,17,12,3.308
7,17,13,3.598
7,17,14,3.953
7,17,15,4.127
7,17,16,4.209
7,17,17,4.193
7,17,18,3.944
7,17,19,3.587
7,17,20,3.481
7,17,21,3.351
7,17,22,3.029
7,17,23,2.775
7,18,0,3.009
7,18,1,2.296
7,18,2,2.116
7,18,3,1.966
7,18,4,1.901
7,18,5,2.078
7,18,6,2.444
7,18,7,2.92
7,18,8,3.35
7,18,9,3.731
7,18,10,4.319
7,18,11,4.918
7,18,12,5.9
7,18,13,6.764
7,18,14,7.236
7,18,15,7.7
7,18,16,8.1
7,18,17,7.57
7,18,18,5.509
7,18,19,5.1
7,18,20,4.879
7,18,21,4.755
7,18,22,4.001
7,18,23,3.283
7,19,0,2.982
7,19,1,2.482
7,19,2,2.056
7,19,3,1.911
7,19,4,1.849
7,19,5,2.022
7,19,6,2.42
7,19,7,2.914
7,19,8,3.185
7,19,9,3.603
7,19,10,3.774
7,19,11,3.954
7,19,12,4.331
7,19,13,5.404
7,19,14,5.497
7,19,15,5.717
7,19,16,6.13
7,19,17,5.22
7,19,18,4.597
7,19,19,4.348
7,19,20,4.317
7,19,21,3.52
7,19,22,3.062
7,19,23,2.665
7,20,0,2.107
7,20,1,1.876
7,20,2,1.689
7,20,3,1.551
7,20,4,1.514
7,20,5,1.607
7,20,6,1.783
7,20,7,2.271
7,20,8,2.654
7,20,9,2.891
7,20,10,3.035
7,20,11,3.197
7,20,12,3.226
7,20,13,3.436
7,20,14,3.753
7,20,15,3.975
7,20,16,4.236
7,20,17,3.97
7,20,18,3.506
7,20,19,3.226
7,20,20,3.158
7,20,21,2.91
7,20,22,2.606
7,20,23,2.199
7,21,0,2.159
7,21,1,1.982
7,21,2,1.605
7,21,3,1.507
7,21,4,1.504
7,21,5,1.673
7,21,6,2.123
7,21,7,2.677
7,21,8,2.881
7,21,9,3.111
7,21,10,3.378
7,21,11,3.555
7,21,12,3.714
7,21,13,4.443
7,21,14,4.726
7,21,15,4.951
7,21,16,5.161
7,21,17,4.868
7,21,18,4.567
7,21,19,4.061
7,21,20,3.919
7,21,21,3.958
7,21,22,3.146
7,21,23,2.705
7,22,0,2.578
7,22,1,2.379
7,22,2,2.039
7,22,3,1.877
7,22,4,1.854
7,22,5,1.955
7,22,6,2.414
7,22,7,2.915
7,22,8,3.363
7,22,9,3.613
7,22,10,4.1
7,22,11,4.887
7,22,12,5.613
7,22,13,7.072
7,22,14,7.799
7,22,15,8.158
7,22,16,8.137
7,22,17,7.585
7,22,18,5.705
7,22,19,5.171
7,22,20,4.912
7,22,21,4.327
7,22,22,3.769
7,22,23,3.341
7,23,0,3.454
7,23,1,2.758
7,23,2,2.523
7,23,3,2.375
7,23,4,2.323
7,23,5,2.174
7,23,6,2.227
7,23,7,2.614
7,23,8,3.299
7,23,9,4.053
7,23,10,4.0
7,23,11,4.459
7,23,12,4.924
7,23,13,5.299
7,23,14,5.904
7,23,15,6.052
7,23,16,6.24
7,23,17,5.941
7,23,18,5.5
7,23,19,4.726
7,23,20,4.508
7,23,21,4.278
7,23,22,3.999
7,23,23,3.352
7,24,0,3.046
7,24,1,2.755
7,24,2,2.523
7,24,3,2.364
7,24,4,2.293
7,24,5,1.936
7,24,6,1.423
7,24,7,2.167
7,24,8,2.586
7,24,9,2.917
7,24,10,3.395
7,24,11,3.684
7,24,12,4.154
7,24,13,4.58
7,24,14,4.95
7,24,15,5.131
7,24,16,5.316
7,24,17,5.302
7,24,18,5.0
7,24,19,4.5
7,24,20,4.583
7,24,21,4.8
7,24,22,3.669
7,24,23,3.127
7,25,0,3.118
7,25,1,2.56
7,25,2,2.437
7,25,3,2.413
7,25,4,2.402
7,25,5,2.488
7,25,6,2.588
7,25,7,3.468
7,25,8,3.954
7,25,9,4.251
7,25,10,5.0
7,25,11,5.747
7,25,12,6.762
7,25,13,9.1
7,25,14,10.314
7,25,15,11.473
7,25,16,11.511
7,25,17,10.103
7,25,18,7.807
7,25,19,6.614
7,25,20,6.1
7,25,21,5.155
7,25,22,4.73
7,25,23,3.868
7,26,0,3.93
7,26,1,3.696
7,26,2,2.376
7,26,3,2.262
7,26,4,2.218
7,26,5,2.344
7,26,6,2.676
7,26,7,3.469
7,26,8,3.813
7,26,9,4.169
7,26,10,4.646
7,26,11,5.308
7,26,12,6.0
7,26,13,6.968
7,26,14,8.0
7,26,15,9.042
7,26,16,9.468
7,26,17,8.104
7,26,18,6.639
7,26,19,6.0
7,26,20,5.3
7,26,21,4.839
7,26,22,4.337
7,26,23,3.698
7,27,0,3.712
7,27,1,3.096
7,27,2,2.18
7,27,3,2.075
7,27,4,1.963
7,27,5,2.08
7,27,6,2.369
7,27,7,3.264
7,27,8,3.654
7,27,9,4.084
7,27,10,4.404
7,27,11,4.976
7,27,12,5.918
7,27,13,7.243
7,27,14,8.227
7,27,15,8.825
7,27,16,8.869
7,27,17,8.106
7,27,18,6.301
7,27,19,5.501
7,27,20,4.976
7,27,21,4.608
7,27,22,4.094
7,27,23,3.478
7,28,0,3.5
7,28,1,2.375
7,28,2,2.049
7,28,3,1.92
7,28,4,1.923
7,28,5,2.051
7,28,6,2.329
7,28,7,3.049
7,28,8,3.316
7,28,9,3.602
7,28,10,4.228
7,28,11,4.647
7,28,12,5.142
7,28,13,6.03
7,28,14,7.449
7,28,15,7.671
7,28,16,8.1
7,28,17,6.614
7,28,18,5.849
7,28,19,4.916
7,28,20,4.669
7,28,21,4.324
7,28,22,3.896
7,28,23,3.208
7,29,0,3.388
7,29,1,2.606
7,29,2,2.266
7,29,3,2.039
7,29,4,2.03
7,29,5,2.098
7,29,6,2.623
7,29,7,2.887
7,29,8,3.419
7,29,9,3.478
7,29,10,3.611
7,29,11,4.082
7,29,12,4.241
7,29,13,4.66
7,29,14,4.867
7,29,15,4.97
7,29,16,4.726
7,29,17,4.459
7,29,18,4.182
7,29,19,3.878
7,29,20,3.776
7,29,21,3.583
7,29,22,3.076
7,29,23,2.855
7,30,0,2.296
7,30,1,2.112
7,30,2,1.945
7,30,3,1.808
7,30,4,1.722
7,30,5,1.654
7,30,6,1.464
7,30,7,1.631
7,30,8,1.94
7,30,9,2.607
7,30,10,2.708
7,30,11,3.013
7,30,12,3.315
7,30,13,3.486
7,30,14,3.651
7,30,15,3.9
7,30,16,3.9
7,30,17,3.637
7,30,18,3.497
7,30,19,3.224
7,30,20,3.212
7,30,21,3.18
7,30,22,2.78
7,30,23,2.725
7,31,0,2.439
7,31,1,2.157
7,31,2,1.991
7,31,3,1.883
7,31,4,1.677
7,31,5,1.568
7,31,6,1.318
7,31,7,1.394
7,31,8,1.695
7,31,9,2.058
7,31,10,2.715
7,31,11,2.683
7,31,12,2.833
7,31,13,3.013
7,31,14,3.048
7,31,15,3.09
7,31,16,3.472
7,31,17,3.472
7,31,18,3.109
7,31,19,2.899
7,31,20,2.961
7,31,21,2.947
7,31,22,2.768
7,31,23,2.38
8,1,0,2.528
8,1,1,2.161
8,1,2,2.007
8,1,3,1.902
8,1,4,1.849
8,1,5,2.053
8,1,6,2.061
8,1,7,2.506
8,1,8,2.805
8,1,9,2.986
8,1,10,3.385
8,1,11,3.804
8,1,12,3.985
8,1,13,4.256
8,1,14,4.312
8,1,15,4.569
8,1,16,4.658
8,1,17,4.434
8,1,18,4.042
8,1,19,3.842
8,1,20,3.914
8,1,21,3.445
8,1,22,3.099
8,1,23,3.025
8,2,0,2.43
8,2,1,2.196
8,2,2,1.927
8,2,3,1.78
8,2,4,1.818
8,2,5,1.955
8,2,6,1.932
8,2,7,2.239
8,2,8,2.615
8,2,9,2.842
8,2,10,3.437
8,2,11,3.775
8,2,12,4.061
8,2,13,4.004
8,2,14,4.101
8,2,15,4.294
8,2,16,4.504
8,2,17,4.208
8,2,18,3.925
8,2,19,3.72
8,2,20,3.682
8,2,21,3.461
8,2,22,3.158
8,2,23,2.446
8,3,0,2.391
8,3,1,2.215
8,3,2,2.01
8,3,3,1.876
8,3,4,1.852
8,3,5,1.91
8,3,6,1.978
8,3,7,2.32
8,3,8,2.8
8,3,9,3.131
8,3,10,3.258
8,3,11,3.305
8,3,12,3.363
8,3,13,3.49
8,3,14,3.647
8,3,15,3.844
8,3,16,4.086
8,3,17,3.707
8,3,18,3.514
8,3,19,3.311
8,3,20,3.282
8,3,21,3.061
8,3,22,2.781
8,3,23,2.377
8,4,0,2.33
8,4,1,1.977
8,4,2,1.706
8,4,3,1.567
8,4,4,1.508
8,4,5,1.767
8,4,6,2.141
8,4,7,2.358
8,4,8,2.598
8,4,9,2.942
8,4,10,3.252
8,4,11,3.377
8,4,12,3.51
8,4,13,3.664
8,4,14,4.08
8,4,15,4.339
8,4,16,4.545
8,4,17,4.27
8,4,18,3.86
8,4,19,3.495
8,4,20,3.498
8,4,21,3.201
8,4,22,2.873
8,4,23,2.473
8,5,0,2.302
8,5,1,1.939
8,5,2,1.658
8,5,3,1.632
8,5,4,1.588
8,5,5,1.708
8,5,6,1.881
8,5,7,2.18
8,5,8,2.461
8,5,9,2.766
8,5,10,2.981
8,5,11,3.099
8,5,12,3.285
8,5,13,3.495
8,5,14,3.804
8,5,15,4.017
8,5,16,4.164
8,5,17,4.085
8,5,18,3.527
8,5,19,3.219
8,5,20,3.219
8,5,21,2.977
8,5,22,2.781
8,5,23,2.559
8,6,0,2.613
8,6,1,2.372
8,6,2,2.153
8,6,3,1.845
8,6,4,1.764
8,6,5,1.695
8,6,6,1.507
8,6,7,1.922
8,6,8,2.419
8,6,9,2.771
8,6,10,2.943
8,6,11,3.416
8,6,12,3.6
8,6,13,4.05
8,6,14,4.053
8,6,15,4.211
8,6,16,4.211
8,6,17,4.126
8,6,18,3.685
8,6,19,3.177
8,6,20,3.359
8,6,21,2.974
8,6,22,2.806
8,6,23,2.688
8,7,0,2.322
8,7,1,2.198
8,7,2,1.967
8,7,3,1.67
8,7,4,1.599
8,7,5,1.59
8,7,6,1.116
8,7,7,1.516
8,7,8,1.875
8,7,9,2.377
8,7,10,2.66
8,7,11,2.778
8,7,12,2.89
8,7,13,3.002
8,7,14,3.161
8,7,15,3.412
8,7,16,3.537
8,7,17,3.51
8,7,18,3.261
8,7,19,2.991
8,7,20,3.033
8,7,21,2.881
8,7,22,2.675
8,7,23,2.536
8,8,0,2.33
8,8,1,2.146
8,8,2,1.971
8,8,3,1.825
8,8,4,1.791
8,8,5,1.981
8,8,6,1.925
8,8,7,2.303
8,8,8,2.606
8,8,9,2.795
8,8,10,3.065
8,8,11,3.251
8,8,12,3.506
8,8,13,3.991
8,8,14,4.441
8,8,15,4.646
8,8,16,4.763
8,8,17,4.514
8,8,18,4.02
8,8,19,3.645
8,8,20,3.647
8,8,21,3.141
8,8,22,2.69
8,8,23,2.477
8,9,0,2.422
8,9,1,2.25
8,9,2,1.984
8,9,3,1.785
8,9,4,1.668
8,9,5,1.93
8,9,6,2.124
8,9,7,2.43
8,9,8,2.722
8,9,9,2.941
8,9,10,3.295
8,9,11,3.566
8,9,12,3.786
8,9,13,4.343
8,9,14,4.604
8,9,15,5.197
8,9,16,5.5
8,9,17,5.229
8,9,18,4.711
8,9,19,4.117
8,9,20,3.971
8,9,21,3.561
8,9,22,3.119
8,9,23,2.855
8,10,0,2.546
8,10,1,2.345
8,10,2,2.045
8,10,3,1.837
8,10,4,1.752
8,10,5,2.046
8,10,6,2.334
8,10,7,2.714
8,10,8,3.106
8,10,9,3.267
8,10,10,3.616
8,10,11,4.148
8,10,12,4.6
8,10,13,5.13
8,10,14,5.476
8,10,15,5.977
8,10,16,6.253
8,10,17,6.004
8,10,18,5.357
8,10,19,4.678
8,10,20,4.484
8,10,21,3.989
8,10,22,3.49
8,10,23,3.0
8,11,0,3.084
8,11,1,2.852
8,11,2,2.556
8,11,3,2.359
8,11,4,2.388
8,11,5,2.532
8,11,6,2.856
8,11,7,3.239
8,11,8,3.588
8,11,9,4.051
8,11,10,4.942
8,11,11,5.827
8,11,12,6.576
8,11,13,7.53
8,11,14,8.326
8,11,15,8.997
8,11,16,9.35
8,11,17,8.0
8,11,18,7.103
8,11,19,5.833
8,11,20,5.785
8,11,21,4.881
8,11,22,4.214
8,11,23,3.488
8,12,0,3.563
8,12,1,3.2
8,12,2,3.077
8,12,3,3.043
8,12,4,2.834
8,12,5,3.058
8,12,6,3.326
8,12,7,3.7
8,12,8,4.2
8,12,9,4.636
8,12,10,6.053
8,12,11,7.48
8,12,12,7.682
8,12,13,8.847
8,12,14,9.264
8,12,15,10.0
8,12,16,9.815
8,12,17,8.88
8,12,18,7.781
8,12,19,6.617
8,12,20,6.454
8,12,21,5.402
8,12,22,4.478
8,12,23,3.7
8,13,0,4.5
8,13,1,3.414
8,13,2,3.065
8,13,3,2.91
8,13,4,2.821
8,13,5,2.77
8,13,6,2.8
8,13,7,3.057
8,13,8,3.705
8,13,9,4.189
8,13,10,4.938
8,13,11,5.728
8,13,12,7.211
8,13,13,7.7
8,13,14,8.211
8,13,15,7.778
8,13,16,8.038
8,13,17,7.7
8,13,18,6.992
8,13,19,6.568
8,13,20,6.03
8,13,21,6.03
8,13,22,4.55
8,13,23,3.783
8,14,0,3.964
8,14,1,3.8
8,14,2,3.039
8,14,3,2.764
8,14,4,2.619
8,14,5,2.499
8,14,6,2.441
8,14,7,2.55
8,14,8,3.577
8,14,9,3.824
8,14,10,4.435
8,14,11,4.809
8,14,12,6.253
8,14,13,7.954
8,14,14,7.875
8,14,15,8.202
8,14,16,8.175
8,14,17,8.14
8,14,18,6.432
8,14,19,6.164
8,14,20,5.354
8,14,21,4.902
8,14,22,4.526
8,14,23,3.896
8,15,0,3.888
8,15,1,3.423
8,15,2,2.948
8,15,3,2.567
8,15,4,2.55
8,15,5,2.644
8,15,6,3.12
8,15,7,3.457
8,15,8,4.046
8,15,9,4.6
8,15,10,5.12
8,15,11,6.173
8,15,12,7.327
8,15,13,8.533
8,15,14,8.999
8,15,15,9.474
8,15,16,8.933
8,15,17,8.35
8,15,18,6.774
8,15,19,5.811
8,15,20,5.811
8,15,21,4.918
8,15,22,4.337
8,15,23,3.476
8,16,0,3.7
8,16,1,3.3
8,16,2,2.583
8,16,3,2.456
8,16,4,2.433
8,16,5,2.493
8,16,6,2.747
8,16,7,3.3
8,16,8,3.829
8,16,9,4.06
8,16,10,4.706
8,16,11,5.46
8,16,12,6.453
8,16,13,8.129
8,16,14,8.699
8,16,15,9.238
8,16,16,9.489
8,16,17,8.4
8,16,18,7.018
8,16,19,5.692
8,16,20,5.514
8,16,21,4.729
8,16,22,4.276
8,16,23,3.836
8,17,0,4.042
8,17,1,4.115
8,17,2,3.058
8,17,3,2.9
8,17,4,2.764
8,17,5,2.908
8,17,6,3.204
8,17,7,3.843
8,17,8,4.078
8,17,9,4.12
8,17,10,4.553
8,17,11,4.75
8,17,12,5.065
8,17,13,5.61
8,17,14,5.809
8,17,15,6.148
8,17,16,6.543
8,17,17,5.8
8,17,18,5.182
8,17,19,4.75
8,17,20,4.911
8,17,21,4.401
8,17,22,3.878
8,17,23,3.269
8,18,0,2.694
8,18,1,2.492
8,18,2,2.288
8,18,3,2.139
8,18,4,2.08
8,18,5,2.253
8,18,6,2.406
8,18,7,2.852
8,18,8,3.49
8,18,9,3.524
8,18,10,3.928
8,18,11,4.518
8,18,12,4.74
8,18,13,5.01
8,18,14,5.171
8,18,15,5.3
8,18,16,5.527
8,18,17,5.325
8,18,18,4.914
8,18,19,4.551
8,18,20,4.641
8,18,21,4.142
8,18,22,3.79
8,18,23,3.232
8,19,0,4.082
8,19,1,2.334
8,19,2,2.068
8,19,3,1.843
8,19,4,1.814
8,19,5,2.11
8,19,6,2.423
8,19,7,2.729
8,19,8,3.18
8,19,9,3.464
8,19,10,4.13
8,19,11,4.366
8,19,12,4.635
8,19,13,5.115
8,19,14,5.641
8,19,15,6.33
8,19,16,6.041
8,19,17,5.853
8,19,18,5.111
