month,day_of_month,hour,price_per_kwh
2,27,0,2.137
2,27,1,1.847
2,27,2,1.666
2,27,3,1.608
2,27,4,1.667
2,27,5,1.735
2,27,6,1.731
2,27,7,1.836
2,27,8,2.149
2,27,9,2.426
2,27,10,2.469
2,27,11,2.253
2,27,12,1.943
2,27,13,1.776
2,27,14,1.773
2,27,15,1.722
2,27,16,2.087
2,27,17,2.714
2,27,18,3.058
2,27,19,2.732
2,27,20,2.527
2,27,21,2.068
2,27,22,1.761
2,27,23,1.688
2,28,0,1.595
2,28,1,1.433
2,28,2,1.208
2,28,3,1.154
2,28,4,1.172
2,28,5,1.2
2,28,6,0.982
2,28,7,1.009
2,28,8,1.346
2,28,9,1.744
2,28,10,1.784
2,28,11,1.783
2,28,12,1.6
2,28,13,1.381
2,28,14,1.269
2,28,15,1.266
2,28,16,1.445
2,28,17,2.14
2,28,18,2.634
2,28,19,2.137
2,28,20,1.827
2,28,21,1.627
2,28,22,1.433
2,28,23,1.291
2,29,0,1.208
2,29,1,1.127
2,29,2,0.95
2,29,3,0.893
2,29,4,1.006
2,29,5,1.257
2,29,6,1.538
2,29,7,1.732
2,29,8,1.848
2,29,9,2.077
2,29,10,2.167
2,29,11,2.103
2,29,12,2.045
2,29,13,1.95
2,29,14,1.876
2,29,15,1.928
2,29,16,2.111
2,29,17,2.522
2,29,18,2.884
2,29,19,2.629
2,29,20,2.38
2,29,21,1.958
2,29,22,1.681
2,29,23,1.443
3,1,0,1.285
3,1,1,1.047
3,1,2,0.963
3,1,3,0.948
3,1,4,1.055
3,1,5,1.507
3,1,6,2.119
3,1,7,2.331
3,1,8,2.475
3,1,9,2.541
3,1,10,2.569
3,1,11,2.444
3,1,12,2.398
3,1,13,2.325
3,1,14,2.255
3,1,15,2.236
3,1,16,2.377
3,1,17,2.848
3,1,18,3.234
3,1,19,2.892
3,1,20,2.375
3,1,21,2.18
3,1,22,1.81
3,1,23,1.592
3,2,0,1.371
3,2,1,1.139
3,2,2,1.037
3,2,3,1.084
3,2,4,1.17
3,2,5,1.367
3,2,6,1.96
3,2,7,1.838
3,2,8,2.004
3,2,9,2.029
3,2,10,2.146
3,2,11,2.115
3,2,12,1.964
3,2,13,1.873
3,2,14,1.835
3,2,15,1.815
3,2,16,2.074
3,2,17,2.477
3,2,18,3.08
3,2,19,2.648
3,2,20,2.316
3,2,21,2.032
3,2,22,1.824
3,2,23,1.696
3,3,0,2.301
3,3,1,2.067
3,3,2,1.884
3,3,3,1.879
3,3,4,1.971
3,3,5,2.324
3,3,6,2.982
3,3,7,3.027
3,3,8,3.037
3,3,9,2.99
3,3,10,3.139
3,3,11,2.962
3,3,12,2.68
3,3,13,2.538
3,3,14,2.494
3,3,15,2.479
3,3,16,2.582
3,3,17,3.195
3,3,18,4.531
3,3,19,3.858
3,3,20,3.14
3,3,21,2.741
3,3,22,2.395
3,3,23,2.193
3,4,0,2.579
3,4,1,2.433
3,4,2,2.339
3,4,3,2.34
3,4,4,2.383
3,4,5,2.738
3,4,6,3.531
3,4,7,3.289
3,4,8,3.688
3,4,9,3.545
3,4,10,3.605
3,4,11,3.341
3,4,12,2.893
3,4,13,2.596
3,4,14,2.529
3,4,15,2.48
3,4,16,2.626
3,4,17,3.029
3,4,18,4.053
3,4,19,3.149
3,4,20,2.939
3,4,21,2.777
3,4,22,2.466
3,4,23,2.362
3,5,0,2.166
3,5,1,2.294
3,5,2,2.254
3,5,3,2.099
3,5,4,2.014
3,5,5,2.193
3,5,6,2.171
3,5,7,2.165
3,5,8,2.406
3,5,9,2.863
3,5,10,2.84
3,5,11,2.633
3,5,12,2.498
3,5,13,2.188
3,5,14,1.997
3,5,15,2.014
3,5,16,2.185
3,5,17,2.902
3,5,18,3.666
3,5,19,3.103
3,5,20,2.631
3,5,21,2.445
3,5,22,2.186
3,5,23,2.086
3,6,0,2.092
3,6,1,1.953
3,6,2,1.803
3,6,3,1.803
3,6,4,1.817
3,6,5,1.802
3,6,6,1.646
3,6,7,1.504
3,6,8,1.95
3,6,9,2.355
3,6,10,2.695
3,6,11,2.61
3,6,12,2.469
3,6,13,2.289
3,6,14,2.192
3,6,15,2.157
3,6,16,2.402
3,6,17,2.408
3,6,18,3.141
3,6,19,2.724
3,6,20,2.3
3,6,21,1.95
3,6,22,1.884
3,6,23,1.776
3,7,0,1.885
3,7,1,1.754
3,7,2,1.518
3,7,3,1.506
3,7,4,1.611
3,7,5,1.799
3,7,6,2.306
3,7,7,2.625
3,7,8,2.632
3,7,9,2.601
3,7,10,2.67
3,7,11,2.44
3,7,12,2.045
3,7,13,1.88
3,7,14,1.801
3,7,15,1.719
3,7,16,1.977
3,7,17,2.881
3,7,18,3.417
3,7,19,2.834
3,7,20,2.371
3,7,21,2.041
3,7,22,1.717
3,7,23,1.587
3,8,0,1.553
3,8,1,1.336
3,8,2,1.221
3,8,3,1.215
3,8,4,1.338
3,8,5,1.514
3,8,6,2.048
3,8,7,2.202
3,8,8,2.188
3,8,9,2.265
3,8,10,2.351
3,8,11,2.272
3,8,12,2.071
3,8,13,1.943
3,8,14,1.843
3,8,15,1.913
3,8,16,2.082
3,8,17,2.6
3,8,18,3.538
3,8,19,2.625
3,8,20,2.12
3,8,21,1.954
3,8,22,1.537
3,8,23,1.433
3,9,0,1.3
3,9,1,0.993
3,9,2,0.924
3,9,3,0.922
3,9,4,0.972
3,9,5,1.471
3,9,6,1.959
3,9,7,2.147
3,9,8,2.026
3,9,9,2.185
3,9,10,2.233
3,9,11,2.251
3,9,12,2.23
3,9,13,2.105
3,9,14,1.869
3,9,15,1.998
3,9,16,2.221
3,9,17,2.611
3,9,18,3.76
3,9,19,2.835
3,9,20,2.225
3,9,21,1.772
3,9,22,1.553
3,9,23,1.369
3,10,0,1.177
3,10,1,1.118
3,10,2,0.906
3,10,3,0.93
3,10,4,0.975
3,10,5,1.26
3,10,6,1.767
3,10,7,1.881
3,10,8,1.867
3,10,9,1.991
3,10,10,2.181
3,10,11,2.133
3,10,12,2.129
3,10,13,2.022
3,10,14,1.968
3,10,15,2.051
3,10,16,2.289
3,10,17,2.448
3,10,18,3.189
3,10,19,2.592
3,10,20,2.035
3,10,21,1.804
3,10,22,1.534
3,10,23,1.378
3,11,0,1.022
3,11,1,0.904
3,11,2,0.804
3,11,3,0.755
3,11,4,0.843
3,11,5,0.939
3,11,6,1.711
3,11,7,1.723
3,11,8,1.691
3,11,9,1.795
3,11,10,1.915
3,11,11,1.858
3,11,12,1.845
3,11,13,1.728
3,11,14,1.589
3,11,15,1.64
3,11,16,1.726
3,11,17,2.079
3,11,18,2.812
3,11,19,2.337
3,11,20,1.905
3,11,21,1.583
3,11,22,1.322
3,11,23,1.277
3,12,0,1.27
3,12,1,1.256
3,12,2,1.037
3,12,3,0.918
3,12,4,1.003
3,12,5,1.088
3,12,6,1.106
3,12,7,1.18
3,12,8,1.694
3,12,9,1.78
3,12,10,1.799
3,12,11,1.856
3,12,12,1.815
3,12,13,1.512
3,12,14,1.263
3,12,15,1.317
3,12,16,1.548
3,12,17,1.989
3,12,18,2.836
3,12,19,2.471
3,12,20,2.192
3,12,21,1.854
3,12,22,1.402
3,12,23,1.1
3,13,0,1.364
3,13,1,0.906
3,13,3,0.789
3,13,4,0.719
3,13,5,0.73
3,13,6,0.744
3,13,7,1.044
3,13,8,1.282
3,13,9,1.693
3,13,10,1.779
3,13,11,1.796
3,13,12,1.856
3,13,13,1.724
3,13,14,1.512
3,13,15,1.35
3,13,16,1.41
3,13,17,1.809
3,13,18,2.454
3,13,19,3.235
3,13,20,2.53
3,13,21,2.194
3,13,22,1.659
3,13,23,1.452
3,14,0,1.557
3,14,1,1.394
3,14,2,1.253
3,14,3,1.163
3,14,4,1.408
3,14,5,1.625
3,14,6,2.122
3,14,7,2.636
3,14,8,2.577
3,14,9,2.721
3,14,10,2.965
3,14,11,2.959
3,14,12,2.936
3,14,13,2.739
3,14,14,2.564
3,14,15,2.559
3,14,16,2.637
3,14,17,2.816
3,14,18,3.358
3,14,19,3.873
3,14,20,2.847
3,14,21,2.459
3,14,22,1.898
3,14,23,1.684
3,15,0,1.322
3,15,1,1.106
3,15,2,0.959
3,15,3,0.941
3,15,4,1.029
3,15,5,1.123
3,15,6,2.12
3,15,7,2.302
3,15,8,2.135
3,15,9,2.387
3,15,10,2.467
3,15,11,2.361
3,15,12,2.167
3,15,13,2.044
3,15,14,1.978
3,15,15,1.983
3,15,16,2.028
3,15,17,2.129
3,15,18,2.421
3,15,19,3.011
3,15,20,2.492
3,15,21,1.968
3,15,22,1.607
3,15,23,1.509
3,16,0,1.459
3,16,1,1.412
3,16,2,1.089
3,16,3,0.963
3,16,4,1.007
3,16,5,1.344
3,16,6,2.0
3,16,7,2.287
3,16,8,2.14
3,16,9,2.206
3,16,10,2.253
3,16,11,2.179
3,16,12,2.148
3,16,13,1.988
3,16,14,1.958
3,16,15,1.879
3,16,16,1.992
3,16,17,2.265
3,16,18,2.538
3,16,19,3.016
3,16,20,2.578
3,16,21,2.043
3,16,22,1.538
3,16,23,1.501
3,17,0,1.685
3,17,1,1.285
3,17,2,1.218
3,17,3,1.116
3,17,4,1.22
3,17,5,1.367
3,17,6,2.153
3,17,7,2.453
3,17,8,2.23
3,17,9,2.317
3,17,10,2.342
3,17,11,2.326
3,17,12,2.25
3,17,13,2.177
3,17,14,2.06
3,17,15,2.068
3,17,16,2.144
3,17,17,2.334
3,17,18,2.634
3,17,19,3.098
3,17,20,2.494
3,17,21,2.11
3,17,22,1.72
3,17,23,1.572
3,18,0,1.66
3,18,1,1.29
3,18,2,1.166
3,18,3,1.148
3,18,4,1.172
3,18,5,1.483
3,18,6,2.046
3,18,7,2.444
3,18,8,2.483
3,18,9,2.487
3,18,10,2.547
3,18,11,2.495
3,18,12,2.405
3,18,13,2.335
3,18,14,2.257
3,18,15,2.237
3,18,16,2.251
3,18,17,2.436
3,18,18,2.677
3,18,19,3.218
3,18,20,2.645
3,18,21,2.251
3,18,22,1.95
3,18,23,1.79
3,19,0,1.91
3,19,1,1.793
3,19,2,1.535
3,19,3,1.445
3,19,4,1.485
3,19,5,1.6
3,19,6,1.999
3,19,7,2.143
3,19,8,2.37
3,19,9,2.557
3,19,10,2.721
3,19,11,2.636
3,19,12,2.2
3,19,13,1.956
3,19,14,1.874
3,19,15,1.85
3,19,16,1.952
3,19,17,2.232
3,19,18,2.712
3,19,19,2.993
3,19,20,2.86
3,19,21,2.519
3,19,22,2.075
3,19,23,1.859
3,20,0,2.506
3,20,1,2.291
3,20,2,2.047
3,20,3,1.897
3,20,4,1.871
3,20,5,1.989
3,20,6,2.26
3,20,7,2.124
3,20,8,2.319
3,20,9,2.697
3,20,10,2.762
3,20,11,2.743
3,20,12,2.71
3,20,13,2.458
3,20,14,2.333
3,20,15,2.312
3,20,16,2.51
3,20,17,2.942
3,20,18,3.612
3,20,19,3.885
3,20,20,3.681
3,20,21,2.943
3,20,22,2.498
3,20,23,2.343
3,21,0,2.208
3,21,1,1.907
3,21,2,1.77
3,21,3,1.733
3,21,4,1.839
3,21,5,2.066
3,21,6,3.511
3,21,7,3.636
3,21,8,3.703
3,21,9,3.815
3,21,10,3.761
3,21,11,3.725
3,21,12,3.639
3,21,13,3.581
3,21,14,3.476
3,21,15,3.482
3,21,16,3.516
3,21,17,3.629
3,21,18,3.84
3,21,19,4.83
3,21,20,3.846
3,21,21,3.572
3,21,22,2.655
3,21,23,2.208
3,22,0,1.92
3,22,1,1.682
3,22,2,1.486
3,22,3,1.504
3,22,4,1.581
3,22,5,1.902
3,22,6,3.276
3,22,7,3.38
3,22,8,3.426
3,22,9,3.47
3,22,10,3.056
3,22,11,2.783
3,22,12,2.705
3,22,13,2.542
3,22,14,2.449
3,22,15,2.484
3,22,16,2.555
3,22,17,2.899
3,22,18,3.128
3,22,19,3.748
3,22,20,3.129
3,22,21,2.597
3,22,22,1.849
3,22,23,1.587
3,23,0,1.75
3,23,1,1.52
3,23,2,1.463
3,23,3,1.4
3,23,4,1.487
3,23,5,1.476
3,23,6,2.004
3,23,7,2.12
3,23,8,2.143
3,23,9,2.314
3,23,10,2.125
3,23,11,2.047
3,23,12,2.0
3,23,13,1.85
3,23,14,1.826
3,23,15,1.844
3,23,16,1.84
3,23,17,2.118
3,23,18,2.432
3,23,19,2.572
3,23,20,2.319
3,23,21,2.111
3,23,22,1.6
3,23,23,1.361
3,24,0,0.992
3,24,1,0.945
3,24,2,0.739
3,24,3,0.802
3,24,4,0.825
3,24,5,1.012
3,24,6,1.714
3,24,7,2.081
3,24,8,2.396
3,24,9,2.404
3,24,10,2.24
3,24,11,2.153
3,24,12,2.106
3,24,13,1.878
3,24,14,1.873
3,24,15,1.851
3,24,16,2.001
3,24,17,2.329
3,24,18,2.552
3,24,19,2.738
3,24,20,2.515
3,24,21,2.046
3,24,22,1.618
3,24,23,1.368
3,25,0,1.289
3,25,1,1.132
3,25,2,1.045
3,25,3,0.916
3,25,4,1.017
3,25,5,1.248
3,25,6,1.759
3,25,7,2.001
3,25,8,2.103
3,25,9,2.161
3,25,10,2.292
3,25,11,2.281
3,25,12,2.126
3,25,13,2.104
3,25,14,1.922
3,25,15,1.93
3,25,16,2.0
3,25,17,2.124
3,25,18,2.214
3,25,19,2.417
3,25,20,2.219
3,25,21,1.857
3,25,22,1.541
3,25,23,1.333
3,26,0,1.448
3,26,1,1.378
3,26,2,1.18
3,26,3,0.969
3,26,4,1.017
3,26,5,0.974
3,26,6,1.169
3,26,7,1.501
3,26,8,1.613
3,26,9,1.863
3,26,10,1.857
3,26,11,1.828
3,26,12,1.623
3,26,13,1.508
3,26,14,1.346
3,26,15,1.24
3,26,16,1.397
3,26,17,1.611
3,26,18,1.915
3,26,19,2.079
3,26,20,1.983
3,26,21,1.781
3,26,22,1.466
3,26,23,1.318
3,27,0,1.783
3,27,1,1.542
3,27,2,1.38
3,27,3,1.261
3,27,4,1.251
3,27,5,1.118
3,27,6,1.324
3,27,7,1.442
3,27,8,1.497
3,27,9,1.778
3,27,10,1.761
3,27,11,1.724
3,27,12,1.792
3,27,13,1.543
3,27,14,1.359
3,27,15,1.373
3,27,16,1.498
3,27,17,1.689
3,27,18,1.984
3,27,19,2.407
3,27,20,2.34
3,27,21,1.979
3,27,22,1.634
3,27,23,1.476
3,28,0,1.387
3,28,1,1.249
3,28,2,1.096
3,28,3,1.103
3,28,4,1.086
3,28,5,1.233
3,28,6,1.759
3,28,7,1.982
3,28,8,2.072
3,28,9,2.363
3,28,10,2.403
3,28,11,2.381
3,28,12,2.357
3,28,13,2.213
3,28,14,2.127
3,28,15,2.071
3,28,16,2.206
3,28,17,2.299
3,28,18,2.41
3,28,19,2.8
3,28,20,2.541
3,28,21,2.128
3,28,22,1.909
3,28,23,1.546
3,29,0,1.337
3,29,1,1.047
3,29,2,1.0
3,29,3,0.987
3,29,4,0.95
3,29,5,1.206
3,29,6,1.978
3,29,7,2.365
3,29,8,2.408
3,29,9,2.456
3,29,10,2.525
3,29,11,2.504
3,29,12,2.454
3,29,13,2.317
3,29,14,2.151
3,29,15,2.183
3,29,16,1.974
3,29,17,1.989
3,29,18,2.171
3,29,19,2.519
3,29,20,2.305
3,29,21,2.001
3,29,22,1.74
3,29,23,1.477
3,30,0,1.507
3,30,1,1.167
3,30,2,0.986
3,30,3,1.059
3,30,4,1.272
3,30,5,1.654
3,30,6,2.305
3,30,7,2.618
3,30,8,2.582
3,30,9,2.642
3,30,10,2.545
3,30,11,2.501
3,30,12,2.209
3,30,13,2.15
3,30,14,2.026
3,30,15,1.968
3,30,16,2.095
3,30,17,2.4
3,30,18,2.5
3,30,19,2.963
3,30,20,2.752
3,30,21,2.297
3,30,22,1.755
3,30,23,1.64
3,31,0,1.651
3,31,1,1.514
3,31,2,1.358
3,31,3,1.327
3,31,4,1.496
3,31,5,1.688
3,31,6,2.268
3,31,7,2.602
3,31,8,2.581
3,31,9,2.766
3,31,10,2.794
3,31,11,2.849
3,31,12,2.872
3,31,13,2.795
3,31,14,2.808
3,31,15,2.772
3,31,16,2.784
3,31,17,2.771
3,31,18,2.627
3,31,19,2.834
3,31,20,2.723
3,31,21,2.328
3,31,22,1.921
3,31,23,1.687
4,1,0,1.336
4,1,1,1.108
4,1,2,1.002
4,1,3,1.021
4,1,4,1.112
4,1,5,1.208
4,1,6,1.864
4,1,7,2.158
4,1,8,2.308
4,1,9,2.43
4,1,10,2.458
4,1,11,2.449
4,1,12,2.606
4,1,13,2.493
4,1,14,2.288
4,1,15,2.229
4,1,16,2.29
4,1,17,2.237
4,1,18,2.242
4,1,19,2.509
4,1,20,2.437
4,1,21,2.067
4,1,22,1.509
4,1,23,1.458
4,2,0,2.112
4,2,1,1.731
4,2,2,1.5
4,2,3,1.479
4,2,4,1.489
4,2,5,1.467
4,2,6,1.539
4,2,7,1.672
4,2,8,2.119
4,2,9,2.501
4,2,10,2.548
4,2,11,2.689
4,2,12,2.569
4,2,13,2.414
4,2,14,2.211
4,2,15,2.146
4,2,16,2.186
4,2,17,2.3
4,2,18,2.294
4,2,19,2.872
4,2,20,2.722
4,2,21,2.286
4,2,22,1.985
4,2,23,1.816
4,3,0,2.162
4,3,1,1.806
4,3,2,1.713
4,3,3,1.706
4,3,4,1.71
4,3,5,1.679
4,3,6,1.815
4,3,7,1.925
4,3,8,2.26
4,3,9,2.792
4,3,10,2.933
4,3,11,3.051
4,3,12,2.89
4,3,13,2.569
4,3,14,2.404
4,3,15,2.199
4,3,16,2.41
4,3,17,2.518
4,3,18,2.882
4,3,19,3.547
4,3,20,3.858
4,3,21,3.065
4,3,22,2.434
4,3,23,2.145
4,4,0,2.253
4,4,1,2.009
4,4,2,1.997
4,4,3,1.983
4,4,4,2.104
4,4,5,2.238
4,4,6,3.13
4,4,7,3.278
4,4,8,3.73
4,4,9,3.971
4,4,10,3.733
4,4,11,3.746
4,4,12,3.744
4,4,13,3.528
4,4,14,3.428
4,4,15,3.245
4,4,16,3.249
4,4,17,3.34
4,4,18,3.417
4,4,19,3.977
4,4,20,3.758
4,4,21,3.14
4,4,22,2.666
4,4,23,2.463
4,5,0,2.516
4,5,1,2.317
4,5,2,2.228
4,5,3,2.239
4,5,4,2.352
4,5,5,2.676
4,5,6,3.913
4,5,7,3.799
4,5,8,3.699
4,5,9,4.003
4,5,10,4.057
4,5,11,3.655
4,5,12,3.6
4,5,13,3.318
4,5,14,2.969
4,5,15,2.91
4,5,16,2.924
4,5,17,3.239
4,5,18,3.519
4,5,19,4.011
4,5,20,4.203
4,5,21,3.421
4,5,22,2.558
4,5,23,2.498
4,6,0,3.158
4,6,1,2.889
4,6,2,2.887
4,6,3,2.778
4,6,4,2.905
4,6,5,3.352
4,6,6,4.397
4,6,7,4.696
4,6,8,4.506
4,6,9,4.79
4,6,10,4.061
4,6,11,3.91
4,6,12,3.765
4,6,13,3.646
4,6,14,3.462
4,6,15,3.37
4,6,16,3.384
4,6,17,3.496
4,6,18,3.567
4,6,19,3.876
4,6,20,4.331
4,6,21,3.508
4,6,22,2.964
4,6,23,2.961
4,7,0,2.786
4,7,1,2.599
4,7,2,2.475
4,7,3,2.473
4,7,4,2.478
4,7,5,2.588
4,7,6,3.395
4,7,7,3.633
4,7,8,3.592
4,7,9,3.776
4,7,10,3.331
4,7,11,3.256
4,7,12,3.174
4,7,13,3.016
4,7,14,2.862
4,7,15,2.875
4,7,16,2.711
4,7,17,2.959
4,7,18,2.867
4,7,19,3.102
4,7,20,3.385
4,7,21,2.658
4,7,22,2.361
4,7,23,2.269
4,8,0,2.24
4,8,1,2.091
4,8,2,1.985
4,8,3,1.984
4,8,4,1.992
4,8,5,2.232
4,8,6,2.781
4,8,7,2.965
4,8,8,2.955
4,8,9,3.073
4,8,10,3.059
4,8,11,3.056
4,8,12,2.932
4,8,13,2.87
4,8,14,2.685
4,8,15,2.674
4,8,16,2.629
4,8,17,2.736
4,8,18,2.724
4,8,19,3.034
4,8,20,3.16
4,8,21,2.614
4,8,22,2.302
4,8,23,2.27
4,9,0,2.686
4,9,1,2.486
4,9,2,2.405
4,9,3,2.407
4,9,4,2.382
4,9,5,2.422
4,9,6,2.472
4,9,7,2.51
4,9,8,2.521
4,9,9,2.945
4,9,10,3.132
4,9,11,3.128
4,9,12,2.919
4,9,13,2.72
4,9,14,2.597
4,9,15,2.586
4,9,16,2.547
4,9,17,2.592
4,9,18,3.0
4,9,19,3.351
4,9,20,3.58
4,9,21,2.972
4,9,22,2.547
4,9,23,2.51
4,10,0,3.408
4,10,1,3.014
4,10,2,2.799
4,10,3,2.775
4,10,4,2.735
4,10,5,2.624
4,10,6,2.318
4,10,7,2.443
4,10,8,2.525
4,10,9,2.7
4,10,10,2.826
4,10,11,2.817
4,10,12,2.768
4,10,13,2.518
4,10,14,2.494
4,10,15,2.475
4,10,16,2.474
4,10,17,2.49
4,10,18,2.877
4,10,19,3.202
4,10,20,3.805
4,10,21,3.363
4,10,22,2.779
4,10,23,2.831
4,11,0,2.926
4,11,1,2.779
4,11,2,2.625
4,11,3,2.61
4,11,4,2.668
4,11,5,2.778
4,11,6,3.377
4,11,7,3.55
4,11,8,3.662
4,11,9,3.765
4,11,10,3.847
4,11,11,3.918
4,11,12,3.933
4,11,13,3.681
4,11,14,3.608
4,11,15,3.543
4,11,16,3.524
4,11,17,3.588
4,11,18,3.619
4,11,19,3.751
4,11,20,4.241
4,11,21,3.355
4,11,22,2.692
4,11,23,2.619
4,12,0,2.448
4,12,1,2.368
4,12,2,2.249
4,12,3,2.241
4,12,4,2.284
4,12,5,2.457
4,12,6,3.122
4,12,7,3.228
4,12,8,3.544
4,12,9,3.668
4,12,10,3.436
4,12,11,3.428
4,12,12,3.288
4,12,13,3.124
4,12,14,2.959
4,12,15,2.981
4,12,16,2.867
4,12,17,3.021
4,12,18,3.19
4,12,19,3.548
4,12,20,3.791
4,12,21,2.9
4,12,22,2.475
4,12,23,2.416
4,13,0,2.355
4,13,1,2.275
4,13,2,2.233
4,13,3,2.186
4,13,4,2.306
4,13,5,2.443
4,13,6,3.37
4,13,7,3.537
4,13,8,3.52
4,13,9,3.494
4,13,10,3.543
4,13,11,3.523
4,13,12,3.455
4,13,13,3.27
4,13,14,3.036
4,13,15,2.904
4,13,16,2.868
4,13,17,2.998
4,13,18,3.069
4,13,19,3.685
4,13,20,3.877
4,13,21,3.236
4,13,22,2.56
4,13,23,2.338
4,14,0,2.463
4,14,1,2.308
4,14,2,2.231
4,14,3,2.307
4,14,4,2.338
4,14,5,2.504
4,14,6,3.635
4,14,7,3.464
4,14,8,3.539
4,14,9,3.619
4,14,10,3.686
4,14,11,3.442
4,14,12,3.122
4,14,13,3.012
4,14,14,2.892
4,14,15,2.738
4,14,16,2.736
4,14,17,2.743
4,14,18,2.711
4,14,19,3.184
4,14,20,3.648
4,14,21,3.041
4,14,22,2.573
4,14,23,2.442
4,15,0,2.39
4,15,1,2.278
4,15,2,2.204
4,15,3,2.199
4,15,4,2.286
4,15,5,2.515
4,15,6,3.471
4,15,7,3.453
4,15,8,3.376
4,15,9,3.389
4,15,10,3.403
4,15,11,3.181
4,15,12,3.018
4,15,13,2.872
4,15,14,2.805
4,15,15,2.722
4,15,16,2.7
4,15,17,2.72
4,15,18,2.736
4,15,19,3.096
4,15,20,3.585
4,15,21,3.05
4,15,22,2.663
4,15,23,2.582
4,16,0,2.639
4,16,1,2.508
4,16,2,2.326
4,16,3,2.268
4,16,4,2.263
4,16,5,2.354
4,16,6,2.284
4,16,7,2.318
4,16,8,2.775
4,16,9,2.957
4,16,10,2.918
4,16,11,2.858
4,16,12,2.724
4,16,13,2.488
4,16,14,2.373
4,16,15,2.328
4,16,16,2.434
4,16,17,2.391
4,16,18,2.425
4,16,19,2.847
4,16,20,3.129
4,16,21,2.897
4,16,22,2.292
4,16,23,2.244
4,17,0,2.187
4,17,1,2.216
4,17,2,2.074
4,17,3,1.992
4,17,4,1.9
4,17,5,1.861
4,17,6,1.835
4,17,7,1.757
4,17,8,2.209
4,17,9,2.487
4,17,10,2.586
4,17,11,2.461
4,17,12,2.257
4,17,13,2.141
4,17,14,2.081
4,17,15,2.167
4,17,16,2.243
4,17,17,2.5
4,17,18,2.717
4,17,19,3.323
4,17,20,3.799
4,17,21,3.103
4,17,22,2.463
4,17,23,2.122
4,18,0,2.259
4,18,1,2.093
4,18,2,2.076
4,18,3,2.013
4,18,4,2.011
4,18,5,2.277
4,18,6,3.019
4,18,7,3.157
4,18,8,3.288
4,18,9,3.292
4,18,10,3.469
4,18,11,3.412
4,18,12,3.386
4,18,13,3.297
4,18,14,3.223
4,18,15,3.284
4,18,16,3.451
4,18,17,3.449
4,18,18,3.149
4,18,19,3.636
4,18,20,3.984
4,18,21,3.182
4,18,22,2.544
4,18,23,2.313
4,19,0,2.484
4,19,1,2.205
4,19,2,2.277
4,19,3,2.109
4,19,4,2.139
4,19,5,2.468
4,19,6,3.203
4,19,7,3.446
4,19,8,3.665
4,19,9,3.606
4,19,10,3.988
4,19,11,4.101
4,19,12,3.712
4,19,13,3.584
4,19,14,3.538
4,19,15,3.439
4,19,16,3.156
4,19,17,3.117
4,19,18,3.071
4,19,19,3.415
4,19,20,3.696
4,19,21,3.22
4,19,22,2.814
4,19,23,2.455
4,20,0,2.258
4,20,1,2.149
4,20,2,2.04
4,20,3,2.04
4,20,4,2.086
4,20,5,2.28
4,20,6,2.896
4,20,7,3.191
4,20,8,3.356
4,20,9,3.544
4,20,10,3.944
4,20,11,4.029
4,20,12,3.79
4,20,13,3.552
4,20,14,3.428
4,20,15,3.336
4,20,16,3.238
4,20,17,3.229
4,20,18,3.151
4,20,19,3.49
4,20,20,3.937
4,20,21,3.083
4,20,22,2.612
4,20,23,2.305
4,21,0,2.147
4,21,1,2.029
4,21,2,1.818
4,21,3,1.908
4,21,4,1.932
4,21,5,2.124
4,21,6,2.885
4,21,7,3.089
4,21,8,3.42
4,21,9,3.519
4,21,10,3.897
4,21,11,3.921
4,21,12,3.907
4,21,13,3.902
4,21,14,3.798
4,21,15,3.911
4,21,16,3.911
4,21,17,3.82
4,21,18,3.341
4,21,19,3.636
4,21,20,4.415
4,21,21,3.248
4,21,22,2.677
4,21,23,2.41
4,22,0,2.083
4,22,1,1.959
4,22,2,1.886
4,22,3,1.741
4,22,4,1.798
4,22,5,1.941
4,22,6,2.675
4,22,7,2.868
4,22,8,3.428
4,22,9,3.609
4,22,10,4.329
4,22,11,4.4
4,22,12,4.444
4,22,13,4.64
4,22,14,4.448
4,22,15,4.7
4,22,16,4.764
4,22,17,4.351
4,22,18,3.56
4,22,19,3.638
4,22,20,4.001
4,22,21,3.256
4,22,22,2.732
4,22,23,2.512
4,23,0,2.382
4,23,1,2.264
4,23,2,2.154
4,23,3,2.027
4,23,4,2.015
4,23,5,2.173
4,23,6,2.463
4,23,7,2.473
4,23,8,2.8
4,23,9,3.154
4,23,10,3.229
4,23,11,2.963
4,23,12,2.846
4,23,13,2.711
4,23,14,2.614
4,23,15,2.627
4,23,16,2.673
4,23,17,2.679
4,23,18,2.654
4,23,19,3.163
4,23,20,3.71
4,23,21,3.205
4,23,22,2.652
4,23,23,2.438
4,24,0,2.605
4,24,1,2.479
4,24,2,2.222
4,24,3,2.231
4,24,4,2.099
4,24,5,2.228
4,24,6,2.191
4,24,7,2.289
4,24,8,2.578
4,24,9,2.748
4,24,10,3.091
4,24,11,2.869
4,24,12,2.804
4,24,13,2.717
4,24,14,2.624
4,24,15,2.684
4,24,16,2.734
4,24,17,2.8
4,24,18,2.825
4,24,19,3.312
4,24,20,4.405
4,24,21,3.562
4,24,22,2.875
4,24,23,2.763
4,25,0,2.527
4,25,1,1.946
4,25,2,1.784
4,25,3,1.738
4,25,4,1.768
4,25,5,2.112
4,25,6,2.96
