month,day_of_month,hour,solar_kw
9,11,10,67.55
9,11,11,81.21
9,11,12,84.29
9,11,13,83.73
9,11,14,70.11
9,11,15,51.04
9,11,16,29.54
9,11,17,8.68
9,11,18,0.0
9,11,19,0.0
9,11,20,0.0
9,11,21,0.0
9,11,22,0.0
9,11,23,0.0
9,12,0,0.0
9,12,1,0.0
9,12,2,0.0
9,12,3,0.0
9,12,4,0.0
9,12,5,0.5
9,12,6,14.32
9,12,7,37.68
9,12,8,60.25
9,12,9,79.61
9,12,10,90.65
9,12,11,95.24
9,12,12,96.28
9,12,13,88.98
9,12,14,75.73
9,12,15,55.52
9,12,16,32.31
9,12,17,9.62
9,12,18,0.0
9,12,19,0.0
9,12,20,0.0
9,12,21,0.0
9,12,22,0.0
9,12,23,0.0
9,13,0,0.0
9,13,1,0.0
9,13,2,0.0
9,13,3,0.0
9,13,4,0.0
9,13,5,0.0
9,13,6,13.55
9,13,7,35.14
9,13,8,57.7
9,13,9,75.21
9,13,10,88.08
9,13,11,89.41
9,13,12,86.84
9,13,13,77.51
9,13,14,67.07
9,13,15,48.02
9,13,16,26.85
9,13,17,7.33
9,13,18,0.0
9,13,19,0.0
9,13,20,0.0
9,13,21,0.0
9,13,22,0.0
9,13,23,0.0
9,14,0,0.0
9,14,1,0.0
9,14,2,0.0
9,14,3,0.0
9,14,4,0.0
9,14,5,0.0
9,14,6,12.97
9,14,7,34.39
9,14,8,56.55
9,14,9,75.16
9,14,10,88.48
9,14,11,94.93
9,14,12,94.04
9,14,13,84.99
9,14,14,67.21
9,14,15,44.71
9,14,16,23.31
9,14,17,5.23
9,14,18,0.0
9,14,19,0.0
9,14,20,0.0
9,14,21,0.0
9,14,22,0.0
9,14,23,0.0
9,15,0,0.0
9,15,1,0.0
9,15,2,0.0
9,15,3,0.0
9,15,4,0.0
9,15,5,0.0
9,15,6,13.24
9,15,7,35.6
9,15,8,58.53
9,15,9,76.83
9,15,10,90.73
9,15,11,98.07
9,15,12,97.39
9,15,13,89.36
9,15,14,73.13
9,15,15,52.61
9,15,16,28.77
9,15,17,7.38
9,15,18,0.0
9,15,19,0.0
9,15,20,0.0
9,15,21,0.0
9,15,22,0.0
9,15,23,0.0
9,16,0,0.0
9,16,1,0.0
9,16,2,0.0
9,16,3,0.0
9,16,4,0.0
9,16,5,0.0
9,16,6,12.61
9,16,7,34.22
9,16,8,56.28
9,16,9,71.53
9,16,10,72.56
9,16,11,84.14
9,16,12,92.48
9,16,13,86.09
9,16,14,71.32
9,16,15,51.55
9,16,16,28.77
9,16,17,6.95
9,16,18,0.0
9,16,19,0.0
9,16,20,0.0
9,16,21,0.0
9,16,22,0.0
9,16,23,0.0
9,17,0,0.0
9,17,1,0.0
9,17,2,0.0
9,17,3,0.0
9,17,4,0.0
9,17,5,0.0
9,17,6,9.74
9,17,7,28.85
9,17,8,48.62
9,17,9,68.34
9,17,10,82.39
9,17,11,91.1
9,17,12,81.07
9,17,13,64.72
9,17,14,52.47
9,17,15,33.07
9,17,16,18.42
9,17,17,4.21
9,17,18,0.0
9,17,19,0.0
9,17,20,0.0
9,17,21,0.0
9,17,22,0.0
9,17,23,0.0
9,18,0,0.0
9,18,1,0.0
9,18,2,0.0
9,18,3,0.0
9,18,4,0.0
9,18,5,0.0
9,18,6,5.53
9,18,7,15.17
9,18,8,25.87
9,18,9,31.57
9,18,10,43.83
9,18,11,54.59
9,18,12,50.65
9,18,13,45.09
9,18,14,33.19
9,18,15,23.11
9,18,16,11.61
9,18,17,2.62
9,18,18,0.0
9,18,19,0.0
9,18,20,0.0
9,18,21,0.0
9,18,22,0.0
9,18,23,0.0
9,19,0,0.0
9,19,1,0.0
9,19,2,0.0
9,19,3,0.0
9,19,4,0.0
9,19,5,0.0
9,19,6,3.38
9,19,7,7.8
9,19,8,12.51
9,19,9,17.92
9,19,10,20.61
9,19,11,23.87
9,19,12,17.4
9,19,13,15.69
9,19,14,20.33
9,19,15,14.57
9,19,16,7.6
9,19,17,1.74
9,19,18,0.0
9,19,19,0.0
9,19,20,0.0
9,19,21,0.0
9,19,22,0.0
9,19,23,0.0
9,20,0,0.0
9,20,1,0.0
9,20,2,0.0
9,20,3,0.0
9,20,4,0.0
9,20,5,0.0
9,20,6,5.3
9,20,7,16.46
9,20,8,29.89
9,20,9,47.68
9,20,10,64.47
9,20,11,62.35
9,20,12,64.82
9,20,13,61.32
9,20,14,43.11
9,20,15,28.77
9,20,16,14.14
9,20,17,2.85
9,20,18,0.0
9,20,19,0.0
9,20,20,0.0
9,20,21,0.0
9,20,22,0.0
9,20,23,0.0
9,21,0,0.0
9,21,1,0.0
9,21,2,0.0
9,21,3,0.0
9,21,4,0.0
9,21,5,0.0
9,21,6,6.54
9,21,7,20.53
9,21,8,36.24
9,21,9,53.61
9,21,10,74.13
9,21,11,77.41
9,21,12,79.69
9,21,13,70.75
9,21,14,55.6
9,21,15,37.46
9,21,16,19.21
9,21,17,3.42
9,21,18,0.0
9,21,19,0.0
9,21,20,0.0
9,21,21,0.0
9,21,22,0.0
9,21,23,0.0
9,22,0,0.0
9,22,1,0.0
9,22,2,0.0
9,22,3,0.0
9,22,4,0.0
9,22,5,0.0
9,22,6,10.24
9,22,7,32.21
9,22,8,54.41
9,22,9,72.96
9,22,10,85.86
9,22,11,94.03
9,22,12,92.75
9,22,13,84.16
9,22,14,69.32
9,22,15,49.13
9,22,16,26.05
9,22,17,4.59
9,22,18,0.0
9,22,19,0.0
9,22,20,0.0
9,22,21,0.0
9,22,22,0.0
9,22,23,0.0
9,23,0,0.0
9,23,1,0.0
9,23,2,0.0
9,23,3,0.0
9,23,4,0.0
9,23,5,0.0
9,23,6,8.37
9,23,7,28.81
9,23,8,50.19
9,23,9,66.83
9,23,10,75.25
9,23,11,89.62
9,23,12,82.48
9,23,13,79.66
9,23,14,64.74
9,23,15,44.99
9,23,16,22.72
9,23,17,3.47
9,23,18,0.0
9,23,19,0.0
9,23,20,0.0
9,23,21,0.0
9,23,22,0.0
9,23,23,0.0
9,24,0,0.0
9,24,1,0.0
9,24,2,0.0
9,24,3,0.0
9,24,4,0.0
9,24,5,0.0
9,24,6,2.52
9,24,7,7.87
9,24,8,13.55
9,24,9,21.04
9,24,10,44.1
9,24,11,56.95
9,24,12,77.44
9,24,13,70.32
9,24,14,64.33
9,24,15,45.25
9,24,16,23.22
9,24,17,3.88
9,24,18,0.0
9,24,19,0.0
9,24,20,0.0
9,24,21,0.0
9,24,22,0.0
9,24,23,0.0
9,25,0,0.0
9,25,1,0.0
9,25,2,0.0
9,25,3,0.0
9,25,4,0.0
9,25,5,0.0
9,25,6,10.44
9,25,7,33.73
9,25,8,56.47
9,25,9,75.22
9,25,10,88.12
9,25,11,94.36
9,25,12,92.95
9,25,13,84.2
9,25,14,68.92
9,25,15,48.39
9,25,16,24.77
9,25,17,3.65
9,25,18,0.0
9,25,19,0.0
9,25,20,0.0
9,25,21,0.0
9,25,22,0.0
9,25,23,0.0
9,26,0,0.0
9,26,1,0.0
9,26,2,0.0
9,26,3,0.0
9,26,4,0.0
9,26,5,0.0
9,26,6,8.04
9,26,7,27.35
9,26,8,46.0
9,26,9,62.75
9,26,10,71.84
9,26,11,78.22
9,26,12,68.13
9,26,13,51.78
9,26,14,41.97
9,26,15,27.51
9,26,16,13.73
9,26,17,1.56
9,26,18,0.0
9,26,19,0.0
9,26,20,0.0
9,26,21,0.0
9,26,22,0.0
9,26,23,0.0
9,27,0,0.0
9,27,1,0.0
9,27,2,0.0
9,27,3,0.0
9,27,4,0.0
9,27,5,0.0
9,27,6,4.32
9,27,7,15.21
9,27,8,27.68
9,27,9,45.47
9,27,10,57.17
9,27,11,62.59
9,27,12,71.63
9,27,13,72.95
9,27,14,55.3
9,27,15,37.8
9,27,16,18.87
9,27,17,2.59
9,27,18,0.0
9,27,19,0.0
9,27,20,0.0
9,27,21,0.0
9,27,22,0.0
9,27,23,0.0
9,28,0,0.0
9,28,1,0.0
9,28,2,0.0
9,28,3,0.0
9,28,4,0.0
9,28,5,0.0
9,28,6,5.99
9,28,7,19.72
9,28,8,31.99
9,28,9,29.74
9,28,10,24.69
9,28,11,29.52
9,28,12,40.87
9,28,13,31.63
9,28,14,17.54
9,28,15,11.17
9,28,16,2.73
9,28,17,0.75
9,28,18,0.0
9,28,19,0.0
9,28,20,0.0
9,28,21,0.0
9,28,22,0.0
9,28,23,0.0
9,29,0,0.0
9,29,1,0.0
9,29,2,0.0
9,29,3,0.0
9,29,4,0.0
9,29,5,0.0
9,29,6,1.76
9,29,7,6.85
9,29,8,11.84
9,29,9,14.8
9,29,10,20.23
9,29,11,21.57
9,29,12,18.94
9,29,13,17.33
9,29,14,15.32
9,29,15,10.51
9,29,16,4.02
9,29,17,0.79
9,29,18,0.0
9,29,19,0.0
9,29,20,0.0
9,29,21,0.0
9,29,22,0.0
9,29,23,0.0
9,30,0,0.0
9,30,1,0.0
9,30,2,0.0
9,30,3,0.0
9,30,4,0.0
9,30,5,0.0
9,30,6,1.63
9,30,7,6.07
9,30,8,11.57
9,30,9,17.72
9,30,10,21.71
9,30,11,23.41
9,30,12,27.23
9,30,13,21.31
9,30,14,12.18
9,30,15,13.73
9,30,16,6.68
9,30,17,0.85
9,30,18,0.0
9,30,19,0.0
9,30,20,0.0
9,30,21,0.0
9,30,22,0.0
9,30,23,0.0
10,1,0,0.0
10,1,1,0.0
10,1,2,0.0
10,1,3,0.0
10,1,4,0.0
10,1,5,0.0
10,1,6,2.92
10,1,7,10.17
10,1,8,17.79
10,1,9,25.84
10,1,10,24.12
10,1,11,41.83
10,1,12,18.16
10,1,13,21.47
10,1,14,14.32
10,1,15,8.71
10,1,16,4.37
10,1,17,0.49
10,1,18,0.0
10,1,19,0.0
10,1,20,0.0
10,1,21,0.0
10,1,22,0.0
10,1,23,0.0
10,2,0,0.0
10,2,1,0.0
10,2,2,0.0
10,2,3,0.0
10,2,4,0.0
10,2,5,0.0
10,2,6,2.96
10,2,7,9.89
10,2,8,15.35
10,2,9,19.84
10,2,10,23.34
10,2,11,18.53
10,2,12,21.06
10,2,13,20.72
10,2,14,14.36
10,2,15,9.51
10,2,16,3.83
10,2,17,0.46
10,2,18,0.0
10,2,19,0.0
10,2,20,0.0
10,2,21,0.0
10,2,22,0.0
10,2,23,0.0
10,3,0,0.0
10,3,1,0.0
10,3,2,0.0
10,3,3,0.0
10,3,4,0.0
10,3,5,0.0
10,3,6,2.8
10,3,7,14.56
10,3,8,27.32
10,3,9,40.65
10,3,10,52.0
10,3,11,62.43
10,3,12,62.58
10,3,13,55.97
10,3,14,42.29
10,3,15,26.82
10,3,16,12.03
10,3,17,1.06
10,3,18,0.0
10,3,19,0.0
10,3,20,0.0
10,3,21,0.0
10,3,22,0.0
10,3,23,0.0
10,4,0,0.0
10,4,1,0.0
10,4,2,0.0
10,4,3,0.0
10,4,4,0.0
10,4,5,0.0
10,4,6,2.83
10,4,7,10.38
10,4,8,18.26
10,4,9,26.13
10,4,10,31.44
10,4,11,29.6
10,4,12,40.86
10,4,13,36.53
10,4,14,29.88
10,4,15,18.67
10,4,16,7.99
10,4,17,0.73
10,4,18,0.0
10,4,19,0.0
10,4,20,0.0
10,4,21,0.0
10,4,22,0.0
10,4,23,0.0
10,5,0,0.0
10,5,1,0.0
10,5,2,0.0
10,5,3,0.0
10,5,4,0.0
10,5,5,0.0
10,5,6,5.51
10,5,7,25.66
10,5,8,47.13
10,5,9,64.71
10,5,10,76.76
10,5,11,82.9
10,5,12,78.25
10,5,13,71.63
10,5,14,57.93
10,5,15,38.26
10,5,16,16.62
10,5,17,1.15
10,5,18,0.0
10,5,19,0.0
10,5,20,0.0
10,5,21,0.0
10,5,22,0.0
10,5,23,0.0
10,6,0,0.0
10,6,1,0.0
10,6,2,0.0
10,6,3,0.0
10,6,4,0.0
10,6,5,0.0
10,6,6,5.83
10,6,7,25.91
10,6,8,46.01
10,6,9,63.43
10,6,10,75.65
10,6,11,85.61
10,6,12,83.82
10,6,13,74.82
10,6,14,59.5
10,6,15,39.27
10,6,16,16.69
10,6,17,0.99
10,6,18,0.0
10,6,19,0.0
10,6,20,0.0
10,6,21,0.0
10,6,22,0.0
10,6,23,0.0
10,7,0,0.0
10,7,1,0.0
10,7,2,0.0
10,7,3,0.0
10,7,4,0.0
10,7,5,0.0
10,7,6,5.61
10,7,7,26.87
10,7,8,48.69
10,7,9,66.9
10,7,10,79.26
10,7,11,85.8
10,7,12,83.68
10,7,13,74.51
10,7,14,59.18
10,7,15,38.02
10,7,16,15.89
10,7,17,0.88
10,7,18,0.0
10,7,19,0.0
10,7,20,0.0
10,7,21,0.0
10,7,22,0.0
10,7,23,0.0
10,8,0,0.0
10,8,1,0.0
10,8,2,0.0
10,8,3,0.0
10,8,4,0.0
10,8,5,0.0
10,8,6,1.69
10,8,7,7.97
10,8,8,15.38
10,8,9,22.09
10,8,10,27.62
10,8,11,25.59
10,8,12,23.76
10,8,13,18.49
10,8,14,12.72
10,8,15,8.58
10,8,16,3.16
10,8,17,0.24
10,8,18,0.0
10,8,19,0.0
10,8,20,0.0
10,8,21,0.0
10,8,22,0.0
10,8,23,0.0
10,9,0,0.0
10,9,1,0.0
10,9,2,0.0
10,9,3,0.0
10,9,4,0.0
10,9,5,0.0
10,9,6,0.58
10,9,7,2.33
10,9,8,3.93
10,9,9,4.88
10,9,10,6.67
10,9,11,10.94
10,9,12,11.47
10,9,13,31.63
10,9,14,29.14
10,9,15,21.56
10,9,16,10.38
10,9,17,0.62
10,9,18,0.0
10,9,19,0.0
10,9,20,0.0
10,9,21,0.0
10,9,22,0.0
10,9,23,0.0
10,10,0,0.0
10,10,1,0.0
10,10,2,0.0
10,10,3,0.0
10,10,4,0.0
10,10,5,0.0
10,10,6,5.75
10,10,7,28.7
10,10,8,51.49
10,10,9,70.09
10,10,10,82.7
10,10,11,88.22
10,10,12,86.27
10,10,13,76.93
10,10,14,60.97
10,10,15,39.89
10,10,16,16.17
10,10,17,0.66
10,10,18,0.0
10,10,19,0.0
10,10,20,0.0
10,10,21,0.0
10,10,22,0.0
10,10,23,0.0
10,11,0,0.0
10,11,1,0.0
10,11,2,0.0
10,11,3,0.0
10,11,4,0.0
10,11,5,0.0
10,11,6,5.06
10,11,7,26.81
10,11,8,49.0
10,11,9,67.15
10,11,10,79.35
10,11,11,84.94
10,11,12,82.73
10,11,13,71.92
10,11,14,54.93
10,11,15,34.34
10,11,16,13.73
10,11,17,0.0
10,11,18,0.0
10,11,19,0.0
10,11,20,0.0
10,11,21,0.0
10,11,22,0.0
10,11,23,0.0
10,12,0,0.0
10,12,1,0.0
10,12,2,0.0
10,12,3,0.0
10,12,4,0.0
10,12,5,0.0
10,12,6,4.25
10,12,7,22.69
10,12,8,41.2
10,12,9,56.4
10,12,10,55.28
10,12,11,54.37
10,12,12,67.87
10,12,13,63.9
10,12,14,46.01
10,12,15,30.02
10,12,16,12.34
10,12,17,0.0
10,12,18,0.0
10,12,19,0.0
10,12,20,0.0
10,12,21,0.0
10,12,22,0.0
10,12,23,0.0
10,13,0,0.0
10,13,1,0.0
10,13,2,0.0
10,13,3,0.0
10,13,4,0.0
10,13,5,0.0
10,13,6,2.39
10,13,7,15.41
10,13,8,30.91
10,13,9,45.91
10,13,10,50.05
10,13,11,35.05
10,13,12,28.19
10,13,13,26.8
10,13,14,23.86
10,13,15,17.53
10,13,16,7.84
10,13,17,0.0
10,13,18,0.0
10,13,19,0.0
10,13,20,0.0
10,13,21,0.0
10,13,22,0.0
10,13,23,0.0
10,14,0,0.0
10,14,1,0.0
10,14,2,0.0
10,14,3,0.0
10,14,4,0.0
10,14,5,0.0
10,14,6,4.36
10,14,7,25.77
10,14,8,48.03
10,14,9,66.32
10,14,10,78.73
10,14,11,84.07
10,14,12,81.92
10,14,13,72.41
10,14,14,55.52
10,14,15,34.33
10,14,16,12.34
10,14,17,0.0
10,14,18,0.0
10,14,19,0.0
10,14,20,0.0
10,14,21,0.0
10,14,22,0.0
10,14,23,0.0
10,15,0,0.0
10,15,1,0.0
10,15,2,0.0
10,15,3,0.0
10,15,4,0.0
10,15,5,0.0
10,15,6,3.77
10,15,7,24.16
10,15,8,45.84
10,15,9,63.85
10,15,10,76.17
10,15,11,82.09
10,15,12,79.91
10,15,13,70.6
10,15,14,54.91
10,15,15,34.37
10,15,16,12.39
10,15,17,0.0
10,15,18,0.0
10,15,19,0.0
10,15,20,0.0
10,15,21,0.0
10,15,22,0.0
10,15,23,0.0
10,16,0,0.0
10,16,1,0.0
10,16,2,0.0
10,16,3,0.0
10,16,4,0.0
10,16,5,0.0
10,16,6,2.9
10,16,7,18.87
10,16,8,36.34
10,16,9,51.68
10,16,10,57.39
10,16,11,58.9
10,16,12,58.27
10,16,13,50.62
10,16,14,39.26
10,16,15,24.88
10,16,16,8.41
10,16,17,0.0
10,16,18,0.0
10,16,19,0.0
10,16,20,0.0
10,16,21,0.0
10,16,22,0.0
10,16,23,0.0
10,17,0,0.0
10,17,1,0.0
10,17,2,0.0
10,17,3,0.0
10,17,4,0.0
10,17,5,0.0
10,17,6,2.22
10,17,7,17.12
10,17,8,33.72
10,17,9,51.67
10,17,10,64.89
10,17,11,67.01
10,17,12,58.32
10,17,13,44.39
10,17,14,35.12
10,17,15,21.68
10,17,16,7.37
10,17,17,0.0
10,17,18,0.0
10,17,19,0.0
10,17,20,0.0
10,17,21,0.0
10,17,22,0.0
10,17,23,0.0
10,18,0,0.0
10,18,1,0.0
10,18,2,0.0
10,18,3,0.0
10,18,4,0.0
10,18,5,0.0
10,18,6,2.66
10,18,7,20.55
10,18,8,41.06
10,18,9,58.3
10,18,10,70.07
10,18,11,75.03
10,18,12,72.79
10,18,13,63.13
10,18,14,47.32
10,18,15,28.05
10,18,16,8.65
10,18,17,0.0
10,18,18,0.0
10,18,19,0.0
10,18,20,0.0
10,18,21,0.0
10,18,22,0.0
10,18,23,0.0
10,19,0,0.0
10,19,1,0.0
10,19,2,0.0
10,19,3,0.0
10,19,4,0.0
10,19,5,0.0
10,19,6,1.93
10,19,7,15.4
10,19,8,32.18
10,19,9,46.81
10,19,10,59.97
10,19,11,68.98
10,19,12,64.7
10,19,13,53.8
10,19,14,41.6
10,19,15,24.9
10,19,16,7.68
10,19,17,0.0
10,19,18,0.0
10,19,19,0.0
10,19,20,0.0
10,19,21,0.0
10,19,22,0.0
10,19,23,0.0
10,20,0,0.0
10,20,1,0.0
10,20,2,0.0
10,20,3,0.0
10,20,4,0.0
10,20,5,0.0
10,20,6,1.55
10,20,7,10.81
10,20,8,22.16
10,20,9,33.36
10,20,10,39.07
10,20,11,32.98
10,20,12,33.0
10,20,13,26.29
10,20,14,18.83
10,20,15,10.98
10,20,16,2.86
10,20,17,0.0
10,20,18,0.0
10,20,19,0.0
10,20,20,0.0
10,20,21,0.0
10,20,22,0.0
10,20,23,0.0
10,21,0,0.0
10,21,1,0.0
10,21,2,0.0
10,21,3,0.0
10,21,4,0.0
10,21,5,0.0
10,21,6,1.26
10,21,7,9.77
10,21,8,18.12
10,21,9,25.32
10,21,10,32.23
10,21,11,38.2
10,21,12,38.43
10,21,13,40.84
10,21,14,30.29
10,21,15,18.14
10,21,16,5.39
10,21,17,0.0
10,21,18,0.0
10,21,19,0.0
10,21,20,0.0
10,21,21,0.0
10,21,22,0.0
10,21,23,0.0
10,22,0,0.0
10,22,1,0.0
10,22,2,0.0
10,22,3,0.0
10,22,4,0.0
10,22,5,0.0
10,22,6,0.85
10,22,7,5.96
10,22,8,12.31
10,22,9,18.16
10,22,10,16.21
10,22,11,27.9
10,22,12,26.37
10,22,13,18.65
10,22,14,16.03
10,22,15,11.1
10,22,16,3.83
10,22,17,0.0
10,22,18,0.0
10,22,19,0.0
10,22,20,0.0
10,22,21,0.0
10,22,22,0.0
10,22,23,0.0
10,23,0,0.0
10,23,1,0.0
10,23,2,0.0
10,23,3,0.0
10,23,4,0.0
10,23,5,0.0
10,23,6,2.16
10,23,7,17.92
10,23,8,35.84
10,23,9,52.34
10,23,10,56.95
10,23,11,57.97
10,23,12,56.65
10,23,13,48.75
10,23,14,36.66
10,23,15,21.24
10,23,16,5.67
10,23,17,0.0
10,23,18,0.0
10,23,19,0.0
10,23,20,0.0
10,23,21,0.0
10,23,22,0.0
10,23,23,0.0
10,24,0,0.0
10,24,1,0.0
10,24,2,0.0
10,24,3,0.0
10,24,4,0.0
10,24,5,0.0
10,24,6,1.49
10,24,7,15.04
10,24,8,31.18
10,24,9,44.68
10,24,10,55.88
10,24,11,50.79
10,24,12,57.44
10,24,13,47.79
10,24,14,37.58
10,24,15,22.87
10,24,16,6.44
10,24,17,0.0
10,24,18,0.0
10,24,19,0.0
10,24,20,0.0
10,24,21,0.0
10,24,22,0.0
10,24,23,0.0
10,25,0,0.0
10,25,1,0.0
10,25,2,0.0
10,25,3,0.0
10,25,4,0.0
10,25,5,0.0
10,25,6,1.59
10,25,7,13.69
10,25,8,27.06
10,25,9,35.23
10,25,10,34.86
10,25,11,36.58
10,25,12,35.88
10,25,13,36.68
10,25,14,26.99
10,25,15,15.81
10,25,16,4.45
10,25,17,0.0
10,25,18,0.0
10,25,19,0.0
10,25,20,0.0
10,25,21,0.0
10,25,22,0.0
10,25,23,0.0
10,26,0,0.0
10,26,1,0.0
10,26,2,0.0
10,26,3,0.0
10,26,4,0.0
10,26,5,0.0
10,26,6,1.91
10,26,7,18.91
10,26,8,38.97
10,26,9,56.4
10,26,10,68.83
10,26,11,72.4
10,26,12,59.82
10,26,13,47.84
10,26,14,36.65
10,26,15,20.36
10,26,16,4.68
10,26,17,0.0
10,26,18,0.0
10,26,19,0.0
10,26,20,0.0
10,26,21,0.0
10,26,22,0.0
10,26,23,0.0
10,27,0,0.0
10,27,1,0.0
10,27,2,0.0
10,27,3,0.0
10,27,4,0.0
10,27,5,0.0
10,27,6,0.41
10,27,7,3.19
10,27,8,6.28
10,27,9,8.47
10,27,10,13.11
10,27,11,7.94
10,27,12,10.01
10,27,13,5.17
10,27,14,12.33
10,27,15,4.49
10,27,16,1.42
10,27,17,0.0
10,27,18,0.0
10,27,19,0.0
10,27,20,0.0
10,27,21,0.0
10,27,22,0.0
10,27,23,0.0
10,28,0,0.0
10,28,1,0.0
10,28,2,0.0
10,28,3,0.0
10,28,4,0.0
10,28,5,0.0
10,28,6,0.97
10,28,7,9.96
10,28,8,21.31
10,28,9,30.07
10,28,10,36.33
10,28,11,50.37
10,28,12,52.15
10,28,13,48.59
10,28,14,34.87
10,28,15,20.19
10,28,16,4.5
10,28,17,0.0
10,28,18,0.0
10,28,19,0.0
10,28,20,0.0
10,28,21,0.0
10,28,22,0.0
10,28,23,0.0
10,29,0,0.0
10,29,1,0.0
10,29,2,0.0
10,29,3,0.0
10,29,4,0.0
10,29,5,0.0
10,29,6,1.1
10,29,7,13.87
10,29,8,29.89
10,29,9,44.23
10,29,10,53.63
10,29,11,60.23
10,29,12,62.88
10,29,13,44.12
10,29,14,33.89
10,29,15,17.79
10,29,16,3.43
10,29,17,0.0
10,29,18,0.0
10,29,19,0.0
10,29,20,0.0
10,29,21,0.0
10,29,22,0.0
10,29,23,0.0
10,30,0,0.0
10,30,1,0.0
10,30,2,0.0
10,30,3,0.0
10,30,4,0.0
10,30,5,0.0
10,30,6,0.73
10,30,7,10.74
10,30,8,24.9
10,30,9,37.55
10,30,10,49.3
10,30,11,56.77
10,30,12,42.21
10,30,13,37.79
10,30,14,31.01
10,30,15,13.85
10,30,16,2.2
10,30,17,0.0
10,30,18,0.0
10,30,19,0.0
10,30,20,0.0
10,30,21,0.0
10,30,22,0.0
10,30,23,0.0
10,31,0,0.0
10,31,1,0.0
10,31,2,0.0
10,31,3,0.0
10,31,4,0.0
10,31,5,0.0
10,31,6,1.19
10,31,7,16.71
10,31,8,37.76
10,31,9,55.32
10,31,10,67.37
10,31,11,72.97
10,31,12,70.87
10,31,13,61.49
10,31,14,44.36
10,31,15,23.17
10,31,16,3.89
10,31,17,0.0
10,31,18,0.0
10,31,19,0.0
10,31,20,0.0
10,31,21,0.0
10,31,22,0.0
10,31,23,0.0
11,1,0,0.0
11,1,1,0.0
11,1,2,0.0
11,1,3,0.0
11,1,4,0.0
11,1,5,0.0
11,1,6,0.9
11,1,7,14.39
11,1,8,33.67
11,1,9,49.81
11,1,10,60.25
11,1,11,68.41
11,1,12,63.73
11,1,13,48.48
11,1,14,34.92
11,1,15,18.43
11,1,16,2.77
11,1,17,0.0
11,1,18,0.0
11,1,19,0.0
11,1,20,0.0
11,1,21,0.0
11,1,22,0.0
11,1,23,0.0
11,2,0,0.0
11,2,1,0.0
11,2,2,0.0
11,2,3,0.0
11,2,4,0.0
11,2,5,0.0
11,2,6,0.65
11,2,7,11.53
11,2,8,29.89
11,2,9,43.25
11,2,10,54.15
11,2,11,63.18
11,2,12,53.85
11,2,13,47.67
11,2,14,33.83
11,2,15,17.14
11,2,16,2.96
11,2,17,0.0
11,2,18,0.0
11,2,19,0.0
11,2,20,0.0
11,2,21,0.0
11,2,22,0.0
11,2,23,0.0
11,3,0,0.0
11,3,1,0.0
11,3,2,0.0
11,3,3,0.0
11,3,4,0.0
11,3,5,0.0
11,3,6,0.49
11,3,7,6.67
11,3,8,14.52
11,3,9,20.73
11,3,10,24.65
11,3,11,27.59
11,3,12,25.71
11,3,13,31.17
11,3,14,21.79
11,3,15,11.99
11,3,16,2.2
11,3,17,0.0
11,3,18,0.0
11,3,19,0.0
11,3,20,0.0
11,3,21,0.0
11,3,22,0.0
11,3,23,0.0
11,4,0,0.0
11,4,1,0.0
11,4,2,0.0
11,4,3,0.0
11,4,4,0.0
11,4,5,0.0
11,4,6,0.67
11,4,7,13.81
11,4,8,34.11
11,4,9,51.55
11,4,10,64.02
11,4,11,69.29
11,4,12,68.32
11,4,13,59.75
11,4,14,44.25
11,4,15,24.12
11,4,16,4.05
11,4,17,0.0
11,4,18,0.0
11,4,19,0.0
11,4,20,0.0
11,4,21,0.0
11,4,22,0.0
11,4,23,0.0
11,5,0,0.0
11,5,1,0.0
11,5,2,0.0
11,5,3,0.0
11,5,4,0.0
11,5,5,0.0
11,5,6,0.63
11,5,7,13.75
11,5,8,33.78
11,5,9,50.9
11,5,10,62.76
11,5,11,67.21
11,5,12,63.73
11,5,13,51.97
11,5,14,37.95
11,5,15,19.88
11,5,16,2.99
11,5,17,0.0
11,5,18,0.0
11,5,19,0.0
11,5,20,0.0
11,5,21,0.0
11,5,22,0.0
11,5,23,0.0
11,6,0,0.0
11,6,1,0.0
11,6,2,0.0
11,6,3,0.0
11,6,4,0.0
11,6,5,0.0
11,6,6,0.52
11,6,7,12.89
11,6,8,32.58
11,6,9,49.85
11,6,10,63.89
11,6,11,63.91
11,6,12,54.93
11,6,13,47.03
11,6,14,33.99
11,6,15,18.54
11,6,16,3.07
11,6,17,0.0
11,6,18,0.0
11,6,19,0.0
11,6,20,0.0
11,6,21,0.0
11,6,22,0.0
11,6,23,0.0
11,7,0,0.0
11,7,1,0.0
11,7,2,0.0
11,7,3,0.0
11,7,4,0.0
11,7,5,0.0
11,7,6,0.0
11,7,7,14.75
11,7,8,34.06
11,7,9,51.4
11,7,10,63.44
11,7,11,57.32
11,7,12,66.38
11,7,13,57.11
11,7,14,41.65
11,7,15,21.84
11,7,16,3.09
11,7,17,0.0
11,7,18,0.0
11,7,19,0.0
11,7,20,0.0
11,7,21,0.0
11,7,22,0.0
11,7,23,0.0
11,8,0,0.0
11,8,1,0.0
11,8,2,0.0
11,8,3,0.0
11,8,4,0.0
11,8,5,0.0
11,8,6,0.0
11,8,7,14.0
11,8,8,31.91
11,8,9,48.61
11,8,10,59.66
11,8,11,67.27
11,8,12,65.49
11,8,13,55.23
11,8,14,39.48
11,8,15,19.83
